	V1	V2	avg1	avg2	dirct	altb.N	agtb.N	altb.T	agtb.T	p	FDR
AFAP1-AS1-FOXN3-AS1	AFAP1-AS1	FOXN3-AS1	968.28	118.8	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-FRMD6-AS1	AFAP1-AS1	FRMD6-AS1	968.28	234	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
AFAP1-AS1-GATA3-AS1	AFAP1-AS1	GATA3-AS1	968.28	46.72	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-GHRLOS	AFAP1-AS1	GHRLOS	968.28	107.24	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-GNAS-AS1	AFAP1-AS1	GNAS-AS1	968.28	183.68	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-GS1-600G8.3	AFAP1-AS1	GS1-600G8.3	968.28	27	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-GSN-AS1	AFAP1-AS1	GSN-AS1	968.28	64.64	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-GTSE1-AS1	AFAP1-AS1	GTSE1-AS1	968.28	21.72	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-HAGLROS	AFAP1-AS1	HAGLROS	968.28	132.52	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-HAND2-AS1	AFAP1-AS1	HAND2-AS1	968.28	58.0799999999999	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-HAR1A	AFAP1-AS1	HAR1A	968.28	168.92	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-HCCAT5	AFAP1-AS1	HCCAT5	968.28	8.03999999999996	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-HEXA-AS1	AFAP1-AS1	HEXA-AS1	968.28	68.2	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-HMMR-AS1	AFAP1-AS1	HMMR-AS1	968.28	54.42	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-HOXA-AS3	AFAP1-AS1	HOXA-AS3	968.28	18.24	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-HOXA11-AS	AFAP1-AS1	HOXA11-AS	968.28	63.4799999999999	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-HPYR1	AFAP1-AS1	HPYR1	968.28	39.72	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-IBA57-AS1	AFAP1-AS1	IBA57-AS1	968.28	120.16	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-IL12A-AS1	AFAP1-AS1	IL12A-AS1	968.28	240.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
AFAP1-AS1-IL21R-AS1	AFAP1-AS1	IL21R-AS1	968.28	43.6800000000001	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-IPO9-AS1	AFAP1-AS1	IPO9-AS1	968.28	49.5599999999999	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-JAKMIP2-AS1	AFAP1-AS1	JAKMIP2-AS1	968.28	16.84	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-JARID2-AS1	AFAP1-AS1	JARID2-AS1	968.28	53.7199999999999	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-JHDM1D-AS1	AFAP1-AS1	JHDM1D-AS1	968.28	236.8	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
AFAP1-AS1-KCNIP2-AS1	AFAP1-AS1	KCNIP2-AS1	968.28	116.64	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-KCNQ1OT1	AFAP1-AS1	KCNQ1OT1	968.28	56.4	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
AFAP1-AS1-KMT2E-AS1	AFAP1-AS1	KMT2E-AS1	968.28	148	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-KRTAP5-AS1	AFAP1-AS1	KRTAP5-AS1	968.28	380.28	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00029	AFAP1-AS1	LINC00029	968.28	30.76	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00106	AFAP1-AS1	LINC00106	968.28	66.5599999999999	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
AFAP1-AS1-LINC00112	AFAP1-AS1	LINC00112	968.28	30.4399999999999	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00161	AFAP1-AS1	LINC00161	968.28	34.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00167	AFAP1-AS1	LINC00167	968.28	118.44	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00184	AFAP1-AS1	LINC00184	968.28	127.6	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00205	AFAP1-AS1	LINC00205	968.28	34.5599999999999	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00221	AFAP1-AS1	LINC00221	968.28	11.5999999999999	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00266-1	AFAP1-AS1	LINC00266-1	968.28	14.36	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00299	AFAP1-AS1	LINC00299	968.28	1.60000000000002	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00301	AFAP1-AS1	LINC00301	968.28	97.44	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00313	AFAP1-AS1	LINC00313	968.28	47.12	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-LINC00326	AFAP1-AS1	LINC00326	968.28	89.88	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
AFAP1-AS1-LINC00355	AFAP1-AS1	LINC00355	968.28	65.54	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00382	AFAP1-AS1	LINC00382	968.28	88.88	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00396	AFAP1-AS1	LINC00396	968.28	72.9200000000001	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-LINC00424	AFAP1-AS1	LINC00424	968.28	53.3200000000001	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-LINC00454	AFAP1-AS1	LINC00454	968.28	163.44	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00460	AFAP1-AS1	LINC00460	968.28	337.92	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00461	AFAP1-AS1	LINC00461	968.28	365.56	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
AFAP1-AS1-LINC00474	AFAP1-AS1	LINC00474	968.28	42.36	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00475	AFAP1-AS1	LINC00475	968.28	123.44	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00479	AFAP1-AS1	LINC00479	968.28	128.72	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-LINC00482	AFAP1-AS1	LINC00482	968.28	77.1199999999999	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-LINC00486	AFAP1-AS1	LINC00486	968.28	74.68	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00491	AFAP1-AS1	LINC00491	968.28	61.8000000000001	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00520	AFAP1-AS1	LINC00520	968.28	146.68	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00556	AFAP1-AS1	LINC00556	968.28	47.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00557	AFAP1-AS1	LINC00557	968.28	109.56	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00560	AFAP1-AS1	LINC00560	968.28	53.6	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-LINC00574	AFAP1-AS1	LINC00574	968.28	56.04	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00587	AFAP1-AS1	LINC00587	968.28	19.64	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00588	AFAP1-AS1	LINC00588	968.28	1.07999999999998	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-LINC00589	AFAP1-AS1	LINC00589	968.28	69.5599999999999	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
AFAP1-AS1-LINC00592	AFAP1-AS1	LINC00592	968.28	15.52	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00595	AFAP1-AS1	LINC00595	968.28	107.68	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00598	AFAP1-AS1	LINC00598	968.28	24.96	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00599	AFAP1-AS1	LINC00599	968.28	149.76	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00608	AFAP1-AS1	LINC00608	968.28	149.72	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00626	AFAP1-AS1	LINC00626	968.28	53.88	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00635	AFAP1-AS1	LINC00635	968.28	65.52	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-LINC00648	AFAP1-AS1	LINC00648	968.28	2.19999999999993	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00662	AFAP1-AS1	LINC00662	968.28	143.32	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00682	AFAP1-AS1	LINC00682	968.28	105.34	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00698	AFAP1-AS1	LINC00698	968.28	36.5599999999999	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
AFAP1-AS1-LINC00705	AFAP1-AS1	LINC00705	968.28	112.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00853	AFAP1-AS1	LINC00853	968.28	228.12	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00858	AFAP1-AS1	LINC00858	968.28	204.32	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
AFAP1-AS1-LINC00867	AFAP1-AS1	LINC00867	968.28	69.8399999999999	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00869	AFAP1-AS1	LINC00869	968.28	85.5599999999999	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00879	AFAP1-AS1	LINC00879	968.28	74.3199999999999	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
AFAP1-AS1-LINC00880	AFAP1-AS1	LINC00880	968.28	283.32	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
AFAP1-AS1-LINC00881	AFAP1-AS1	LINC00881	968.28	153.58	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
AFAP1-AS1-LINC00882	AFAP1-AS1	LINC00882	968.28	0.879999999999995	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00884	AFAP1-AS1	LINC00884	968.28	159.52	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00900	AFAP1-AS1	LINC00900	968.28	233.68	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00906	AFAP1-AS1	LINC00906	968.28	93.9200000000001	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00910	AFAP1-AS1	LINC00910	968.28	260.36	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-LINC00917	AFAP1-AS1	LINC00917	968.28	113.56	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00919	AFAP1-AS1	LINC00919	968.28	149.2	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00923	AFAP1-AS1	LINC00923	968.28	47.76	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00927	AFAP1-AS1	LINC00927	968.28	37.0400000000001	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-LINC00929	AFAP1-AS1	LINC00929	968.28	21.52	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00934	AFAP1-AS1	LINC00934	968.28	45.8000000000001	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00937	AFAP1-AS1	LINC00937	968.28	96.6	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
AFAP1-AS1-LINC00939	AFAP1-AS1	LINC00939	968.28	40	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00943	AFAP1-AS1	LINC00943	968.28	22.9200000000001	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00951	AFAP1-AS1	LINC00951	968.28	146.24	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC00958	AFAP1-AS1	LINC00958	968.28	142	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00967	AFAP1-AS1	LINC00967	968.28	142.92	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC00992	AFAP1-AS1	LINC00992	968.28	160.16	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
AFAP1-AS1-LINC01004	AFAP1-AS1	LINC01004	968.28	97.6	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01012	AFAP1-AS1	LINC01012	968.28	13.98	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01015	AFAP1-AS1	LINC01015	968.28	94.08	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01016	AFAP1-AS1	LINC01016	968.28	133.56	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01049	AFAP1-AS1	LINC01049	968.28	154.44	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01091	AFAP1-AS1	LINC01091	968.28	48.1600000000001	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC01096	AFAP1-AS1	LINC01096	968.28	89.0400000000001	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC01097	AFAP1-AS1	LINC01097	968.28	46.4	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01115	AFAP1-AS1	LINC01115	968.28	52.84	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
AFAP1-AS1-LINC01118	AFAP1-AS1	LINC01118	968.28	108.04	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01122	AFAP1-AS1	LINC01122	968.28	10.08	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01134	AFAP1-AS1	LINC01134	968.28	158.84	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC01136	AFAP1-AS1	LINC01136	968.28	169.96	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC01141	AFAP1-AS1	LINC01141	968.28	7.04000000000008	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC01142	AFAP1-AS1	LINC01142	968.28	114.84	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-LINC01181	AFAP1-AS1	LINC01181	968.28	172.04	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
AFAP1-AS1-LINC01186	AFAP1-AS1	LINC01186	968.28	34.76	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC01204	AFAP1-AS1	LINC01204	968.28	10.8399999999999	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC01206	AFAP1-AS1	LINC01206	968.28	31.04	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01208	AFAP1-AS1	LINC01208	968.28	50.24	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-LINC01210	AFAP1-AS1	LINC01210	968.28	35.6800000000001	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-LINC01213	AFAP1-AS1	LINC01213	968.28	32.84	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-LINC01254	AFAP1-AS1	LINC01254	968.28	0.5	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01255	AFAP1-AS1	LINC01255	968.28	53.72	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01267	AFAP1-AS1	LINC01267	968.28	8.27999999999997	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-LINC01270	AFAP1-AS1	LINC01270	968.28	79.7800000000001	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01281	AFAP1-AS1	LINC01281	968.28	64.72	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01289	AFAP1-AS1	LINC01289	968.28	19.82	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01293	AFAP1-AS1	LINC01293	968.28	54.8000000000001	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01304	AFAP1-AS1	LINC01304	968.28	98.6	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01310	AFAP1-AS1	LINC01310	968.28	10.8	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-LINC01350	AFAP1-AS1	LINC01350	968.28	57.3199999999999	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01364	AFAP1-AS1	LINC01364	968.28	1.67999999999995	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
AFAP1-AS1-LINC01366	AFAP1-AS1	LINC01366	968.28	81.64	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-LINC01424	AFAP1-AS1	LINC01424	968.28	102.52	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01442	AFAP1-AS1	LINC01442	968.28	59.8000000000001	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-LINC01449	AFAP1-AS1	LINC01449	968.28	155.2	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-LIPE-AS1	AFAP1-AS1	LIPE-AS1	968.28	122.76	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-MACROD2-AS1	AFAP1-AS1	MACROD2-AS1	968.28	177.24	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-MAGI2-AS2	AFAP1-AS1	MAGI2-AS2	968.28	22.2	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-MAPT-AS1	AFAP1-AS1	MAPT-AS1	968.28	2.51999999999998	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-MCF2L-AS1	AFAP1-AS1	MCF2L-AS1	968.28	38.76	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-MEF2C-AS1	AFAP1-AS1	MEF2C-AS1	968.28	58.6400000000001	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-MIATNB	AFAP1-AS1	MIATNB	968.28	193.56	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-MIR7-3HG	AFAP1-AS1	MIR7-3HG	968.28	103.72	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-MORF4L2-AS1	AFAP1-AS1	MORF4L2-AS1	968.28	39.4	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-MTUS2-AS1	AFAP1-AS1	MTUS2-AS1	968.28	217.48	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-MYCNOS	AFAP1-AS1	MYCNOS	968.28	122.08	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-MYLK-AS1	AFAP1-AS1	MYLK-AS1	968.28	10.1600000000001	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-NADK2-AS1	AFAP1-AS1	NADK2-AS1	968.28	72.48	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-NAV2-IT1	AFAP1-AS1	NAV2-IT1	968.28	20.12	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-NDUFB2-AS1	AFAP1-AS1	NDUFB2-AS1	968.28	146.64	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-NFYC-AS1	AFAP1-AS1	NFYC-AS1	968.28	429.24	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-NHEG1	AFAP1-AS1	NHEG1	968.28	66.48	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-NPHP3-AS1	AFAP1-AS1	NPHP3-AS1	968.28	48.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-NRG1-IT1	AFAP1-AS1	NRG1-IT1	968.28	64.3199999999999	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-NTRK3-AS1	AFAP1-AS1	NTRK3-AS1	968.28	122.52	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-NUP50-AS1	AFAP1-AS1	NUP50-AS1	968.28	96.48	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-OVCH1-AS1	AFAP1-AS1	OVCH1-AS1	968.28	64.2	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
AFAP1-AS1-PCAT18	AFAP1-AS1	PCAT18	968.28	47.72	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-PITRM1-AS1	AFAP1-AS1	PITRM1-AS1	968.28	61	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-PLCH1-AS1	AFAP1-AS1	PLCH1-AS1	968.28	109.2	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-PPP1R26-AS1	AFAP1-AS1	PPP1R26-AS1	968.28	95.2	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
AFAP1-AS1-PRKAG2-AS1	AFAP1-AS1	PRKAG2-AS1	968.28	143.8	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-PROSER2-AS1	AFAP1-AS1	PROSER2-AS1	968.28	68.4399999999999	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-PRR7-AS1	AFAP1-AS1	PRR7-AS1	968.28	37.3599999999999	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-PRRX2-AS1	AFAP1-AS1	PRRX2-AS1	968.28	75.84	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
AFAP1-AS1-PSMG3-AS1	AFAP1-AS1	PSMG3-AS1	968.28	80.72	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-PSORS1C3	AFAP1-AS1	PSORS1C3	968.28	78.92	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-PTGER4P2-CDK2AP2P2	AFAP1-AS1	PTGER4P2-CDK2AP2P2	968.28	50.0400000000001	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
AFAP1-AS1-PTOV1-AS1	AFAP1-AS1	PTOV1-AS1	968.28	67.48	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-RAPGEF4-AS1	AFAP1-AS1	RAPGEF4-AS1	968.28	39.72	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-RBAKDN	AFAP1-AS1	RBAKDN	968.28	173.12	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-SATB2-AS1	AFAP1-AS1	SATB2-AS1	968.28	37.72	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-SBF2-AS1	AFAP1-AS1	SBF2-AS1	968.28	377.88	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
AFAP1-AS1-SHANK2-AS2	AFAP1-AS1	SHANK2-AS2	968.28	72.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-SLC8A1-AS1	AFAP1-AS1	SLC8A1-AS1	968.28	103.96	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-SNHG22	AFAP1-AS1	SNHG22	968.28	33.2	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-SOS1-IT1	AFAP1-AS1	SOS1-IT1	968.28	59.6	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-SOX21-AS1	AFAP1-AS1	SOX21-AS1	968.28	10.52	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-SPANXA2-OT1	AFAP1-AS1	SPANXA2-OT1	968.28	18.76	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-SRRM2-AS1	AFAP1-AS1	SRRM2-AS1	968.28	290.16	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
AFAP1-AS1-ST8SIA6-AS1	AFAP1-AS1	ST8SIA6-AS1	968.28	150.08	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
AFAP1-AS1-STAU2-AS1	AFAP1-AS1	STAU2-AS1	968.28	16.4799999999999	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-STK4-AS1	AFAP1-AS1	STK4-AS1	968.28	33.8	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
