,TCGA-3X-AAV9-01,TCGA-3X-AAVA-01,TCGA-3X-AAVB-01,TCGA-3X-AAVC-01,TCGA-3X-AAVE-01,TCGA-4G-AAZO-01,TCGA-4G-AAZT-01,TCGA-W5-AA2G-01,TCGA-W5-AA2H-01,TCGA-W5-AA2I-01,TCGA-W5-AA2O-01,TCGA-W5-AA2Q-01,TCGA-W5-AA2T-01,TCGA-W5-AA2U-01,TCGA-W5-AA2W-01,TCGA-W5-AA2X-01,TCGA-W5-AA2Z-01,TCGA-W5-AA30-01,TCGA-W5-AA31-01,TCGA-W5-AA33-01,TCGA-W5-AA34-01,TCGA-W5-AA36-01,TCGA-W5-AA38-01,TCGA-W5-AA39-01,TCGA-W6-AA0S-01,TCGA-WD-A7RX-01,TCGA-YR-A95A-01,TCGA-ZD-A8I3-01,TCGA-ZH-A8Y1-01,TCGA-ZH-A8Y2-01,TCGA-ZH-A8Y4-01,TCGA-ZH-A8Y5-01,TCGA-ZH-A8Y6-01,TCGA-ZH-A8Y8-01,TCGA-ZU-A8S4-01,TCGA-W5-AA2I-11,TCGA-W5-AA2Q-11,TCGA-W5-AA2R-11,TCGA-W5-AA2U-11,TCGA-W5-AA2X-11,TCGA-W5-AA30-11,TCGA-W5-AA31-11,TCGA-W5-AA34-11,TCGA-ZU-A8S4-11
RNU7-181P,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-60P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-77P,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-128P,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
RN7SKP57,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP437,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RNU6-494P,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-711P,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-794P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNOMBII-202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RNU6-1116P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRON,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RNA5SP373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1
RNU6-1174P,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP179,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004707.1,2,1,1,6,5,0,0,1,0,0,8,6,1,2,7,4,2,5,9,0,0,10,17,2,6,0,2,3,1,3,28,2,3,3,5,0,1,1,2,3,2,1,5,7
AC090198.1,113,128,88,127,182,109,11,113,132,97,73,168,245,276,104,264,204,286,254,271,136,46,28,60,130,130,98,194,204,150,176,427,207,303,29,76,46,87,70,93,104,101,82,45
AC090993.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL12P22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011410.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC102945.1,0,1,1,0,0,0,0,0,1,1,0,2,1,2,0,6,4,3,4,1,5,0,0,1,0,1,3,0,1,0,2,1,2,3,0,0,0,3,1,3,0,1,1,0
AC087672.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AC027698.1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,1,0
HNRNPA3P7,0,1,0,1,0,1,2,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,3,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
IGLV2-34,54,3,5,2,2,0,0,0,38,0,0,1,0,0,0,0,0,10,1,5,0,0,0,0,4,3,0,1,1,0,0,0,0,1,1,3,2,2,1,1,6,0,0,0
AC120042.2,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,8,0,0,1,1,0,0,1,1,0,2,1,0,1,0,0,2,0,0,0,0,3,2,0,1,0,2,0,1
AC055854.1,4,0,16,0,5,0,3,0,4,0,0,0,4,2,0,0,6,5,0,1,1,1,2,0,1,1,1,0,1,2,8,2,0,12,6,0,0,0,0,0,0,0,0,0
IGLVI-56,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
IGKV2D-36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV7-56,12,5,1,1,0,0,0,0,2,0,0,1,0,0,1,1,0,2,0,8,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0
IGHV3-62,177,9,4,13,7,0,1,2,19,0,0,1,1,4,1,0,1,69,1,20,0,0,0,0,4,2,0,1,2,1,0,2,0,7,1,0,3,2,3,4,2,1,1,1
AC025437.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092709.1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00967,0,0,0,17,0,0,0,0,0,0,1,0,0,1,9,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AC013644.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC037441.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC022730.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIR1P1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC015468.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,1,1,5,3,5,0
RGS21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC245166.1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
IGLV3-17,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
AP001207.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0
AC008676.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC105185.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01605,22,1,31,3,1,0,10,2,6,0,0,3,2,2,2,17,9,6,7,4,0,1,2,1,7,7,5,6,3,0,17,4,1,6,336,1,1,0,0,2,0,0,2,0
AC109479.1,18,4,3,3,2,0,14,5,0,1,4,2,0,5,2,1,1,4,8,2,2,1,0,3,1,5,1,4,2,1,0,7,2,5,3,0,1,0,1,1,0,1,1,0
AC023403.1,0,0,1,0,0,0,0,0,1,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0
AC131281.1,0,1,0,0,12,0,1,0,2,6,3,6,7,0,0,3,0,1,1,0,6,0,2,0,1,1,0,4,2,1,2,0,2,0,1,0,0,0,0,0,0,0,1,2
WASHC5-AS1,1,4,3,5,3,1,0,4,4,4,4,5,3,5,3,4,5,13,6,7,2,0,1,1,6,5,2,3,0,8,5,16,3,5,1,1,1,0,0,2,1,2,5,1
AC124069.1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,2,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1,0,0,0,0,1,1,0,2,0,0,0,0
AC108515.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC037450.1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,80,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
AC008378.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC084251.1,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0
AC009630.2,0,1,0,1,0,1,0,2,0,2,1,0,3,0,1,2,2,0,1,2,0,0,0,0,0,0,1,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
AC023632.1,0,1,1,1,1,0,0,0,11,5,0,1,7,3,0,4,1,1,1,3,0,4,0,0,4,2,1,3,2,0,2,9,4,0,0,1,1,0,0,0,0,0,1,0
AC104997.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC022559.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
CALCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC104986.1,3,3,1,6,3,4,0,3,3,6,4,17,3,13,7,16,5,10,3,9,0,1,0,2,1,5,10,5,6,11,6,14,7,11,2,2,1,0,1,0,1,3,2,0
AC084026.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0
AC005531.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1
AC011586.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA10-AS,1,0,0,3,2,0,0,0,4,0,0,0,2,1,0,7,0,9,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV6-7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC079054.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGKV1D-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AC083841.1,2,2,10,3,3,4,0,24,1,4,11,67,166,6,1,1,12,7,22,6,3,12,0,4,0,23,20,2,36,0,0,18,9,6,0,121,211,25,165,89,157,33,26,15
AC117834.1,1,1,2,2,0,0,0,1,0,0,2,4,1,7,2,3,2,1,0,2,2,0,0,1,6,2,1,1,1,0,1,3,3,0,0,1,0,1,0,0,0,0,0,0
AC037459.3,21,23,25,11,42,30,11,13,41,27,27,61,43,36,48,48,45,45,36,34,26,5,21,15,10,24,33,43,29,25,45,100,48,18,31,13,4,5,3,11,4,3,10,4
IGKV3-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GUSBP3,5,3,2,4,0,9,22,192,2,0,10,35,2,54,1,0,1,8,59,1,21,9,19,0,1,23,0,0,12,1,0,7,0,0,2,0,0,0,2,0,3,0,1,0
AC090281.1,2,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,1,0,2,1,1,0,1,0,0,0
AC103993.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC015743.1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IGHV3-65,15,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010306.1,0,4,3,0,3,3,0,4,0,3,15,1,0,13,6,1,42,3,5,1,10,1,3,2,6,3,3,3,15,2,1,1,3,15,0,1,0,2,0,0,0,0,0,1
AC087273.1,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,2,0,1,0,0,2,0,1,3,0,0,0,1,0,0,1,0,0,0,1,1,5,3,2,1,2
AC022790.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP001574.1,1,3,4,51,0,0,0,0,1,0,1,0,0,1,0,10,0,14,1,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLF3P1,1,0,0,1,0,0,0,0,0,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,1,2,2,0,0,1,0,0,0,0,0,0
KRT18P41,0,1,0,0,2,4,0,1,0,2,1,0,0,0,0,2,2,0,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC110998.1,1,8,0,0,13,0,6,2,1,0,1,10,0,0,4,3,0,1,7,0,0,0,0,2,3,0,0,9,2,0,9,5,0,0,2,0,0,0,0,0,0,0,0,0
PGAM5P1,0,0,0,0,0,4,0,3,0,0,1,0,0,23,0,0,0,1,1,0,1,0,0,3,9,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NRBF2P4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HIGD1AP6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AC091144.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
IGLV2-5,132,5,16,29,7,0,0,0,112,0,0,0,0,6,2,0,0,12,5,6,0,0,0,0,3,14,1,1,1,0,0,0,0,13,0,0,2,15,1,2,12,2,1,6
AC034114.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGLVI-70,20,0,3,1,2,0,0,0,18,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,1,2,1,0,1,0,1
IGHV3-36,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-50,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGLVIV-64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
MTND1P36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-76,25,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0
AC022784.2,0,0,0,0,0,0,0,0,0,2,0,1,4,0,4,1,3,0,1,1,0,0,0,1,1,1,1,0,1,0,3,5,0,0,0,1,0,0,0,1,1,0,0,0
AC134043.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AC068228.2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
AP003354.1,2,2,3,0,2,1,0,3,2,0,1,3,4,5,11,7,8,4,10,7,0,0,1,0,2,2,3,0,3,1,1,14,1,6,0,0,0,0,0,1,0,0,0,1
AC100860.1,5,0,1,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,18,2,0,0,0,0,1,0,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0
AC008680.1,1,0,0,0,2,0,0,2,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0,1,1,0,0,0,2,4,0,1,0,0
AC090541.1,0,53,1,0,2,0,6,0,0,8,8,2,7,9,14,0,7,7,1,5,2,10,8,1,26,4,8,6,1,6,17,3,0,6,0,0,0,0,0,0,1,0,0,0
AC027419.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC022826.1,0,0,1,2,2,1,0,0,0,0,1,1,0,1,2,0,3,5,1,0,2,0,1,0,1,1,4,1,2,0,0,2,1,2,0,0,0,1,0,1,0,0,0,0
IGHV1-67,222,6,12,1,0,0,0,0,18,0,0,0,0,1,0,0,0,136,1,16,0,0,0,0,4,9,0,1,0,0,0,1,0,7,0,0,0,3,0,5,2,1,1,1
AC068672.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGKV2-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
AP001330.1,0,1,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0
AC091175.1,1,0,0,0,1,0,0,0,1,0,0,1,2,0,2,2,0,1,2,1,0,0,0,0,1,1,0,0,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0
AC092828.1,5,9,15,11,3,7,8,2,3,33,10,5,26,9,3,28,13,10,11,12,22,3,5,3,4,5,10,12,12,4,7,41,9,7,3,3,2,2,3,7,2,2,2,0
AC104012.1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC069113.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV7-7,0,1,0,1,6,0,0,3,20,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
MIOXP1,0,0,0,1,1,0,0,0,2,0,0,1,3,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,4,3,1,2,1,0,0,0,0,0,0,0,0,0
IGHVII-40-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008627.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC025647.1,1,0,0,0,0,5,6,2,1,4,1,1,8,0,3,0,3,3,2,0,0,0,0,0,2,3,2,0,1,0,1,2,1,5,0,0,0,0,0,0,0,0,0,0
STAU2-AS1,5,4,11,30,11,12,23,0,2,39,3,3,8,12,0,3,12,22,3,3,7,10,2,5,1,5,42,2,0,6,9,13,4,2,0,0,0,0,0,2,1,0,0,1
PCDHGB6,548,281,320,9,61,103,130,327,64,65,56,115,50,32,438,207,191,27,953,47,613,78,34,223,360,28,104,144,112,46,253,305,1125,107,58,42,36,42,31,55,61,24,47,63
AC011676.1,3,6,41,4,9,1,7,3,2,7,2,4,9,2,8,7,5,3,19,10,8,4,1,1,8,1,2,2,13,3,2,24,6,7,4,0,0,0,0,1,2,0,0,0
AC004080.1,1,12,0,1,2,7,47,3,0,12,15,2,11,17,15,128,1,44,1,29,0,9,4,0,0,2,2,52,1,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0
SERPINE3,4,8,7,1500,17,2,6,5,9,7,1,15,13,3,4,12,17,44,26,17,2,10,2,51,4,6,16,12,9,30,8,22,11,11,2,0,1,5,7,9,1,3,5,1
IGHVIII-76-1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
LINC01932,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC078906.1,6,0,0,2,9,10,0,1,7,2,0,2,1,1,1,1,1,1,0,1,0,0,1,3,0,2,0,8,2,9,0,0,0,2,0,0,1,0,0,0,1,0,0,1
AC099554.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104051.1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IGHV7-34-1,3,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0
AL606534.5,9,4,0,14,5,11,2,0,28,0,35,16,7,5,2,38,4,0,12,3,1,20,30,27,1,2,5,24,4,31,60,46,21,0,10,7,0,0,9,7,3,3,0,9
RAD21-AS1,6,24,13,19,15,8,10,8,9,19,12,11,50,5,32,24,25,12,2,12,2,4,1,1,22,19,10,15,15,12,42,28,16,18,8,7,1,3,6,1,8,5,4,4
SUMO2P19,0,1,1,4,7,2,0,0,13,0,3,7,5,3,3,4,3,3,5,3,0,0,3,1,2,2,0,0,3,3,7,18,3,5,0,1,0,0,0,0,0,1,0,0
IGLV3-30,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AC024451.2,6,9,9,17,17,11,19,25,8,18,25,10,19,21,24,34,37,5,118,31,23,17,13,1,13,19,25,33,8,18,20,43,14,28,9,5,6,33,18,13,15,11,3,42
AC008662.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP005902.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC146944.3,3,0,2,0,4,8,44,188,0,0,0,16,0,26,3,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,14,0,0,8,0,0,0,0,0,0,0,0,0
AC132219.1,1,1,1,1,2,2,0,1,0,0,0,2,2,2,0,2,2,2,0,2,1,0,1,0,1,1,2,1,4,2,1,2,0,2,0,0,0,1,0,2,0,0,0,3
AC009884.1,0,0,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0
