"","myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2","cluster","gene"
"ANXA1",0.859,2.80475607183796,0.718,4.05481819154003,0.954,0.649,"NKT","ANXA1"
"CST7",0.854,6.33342385486939,0.708,10.1252989209018,0.735,0.066,"NKT","CST7"
"GNLY",0.847,7.68121410323762,0.694,11.5918741403845,0.748,0.144,"NKT","GNLY"
"CD53",0.84,3.73866345978952,0.68,5.58421448089885,0.742,0.155,"NKT","CD53"
"ENSMFAG00000043121",0.835,0.93042459137032,0.67,1.34238875918591,1,1,"NKT","ENSMFAG00000043121"
"ENSMFAG00000028229",0.829,2.88416783345339,0.658,4.18616249361145,0.762,0.201,"NKT","ENSMFAG00000028229"
"LSP1",0.827,3.12313895808802,0.654,4.64522518718621,0.702,0.1,"NKT","LSP1"
"ITGB2",0.824,2.26727974568179,0.648,3.33579814217206,0.722,0.136,"NKT","ITGB2"
"CD44",0.823,1.48932710717953,0.646,2.15727153617488,0.901,0.539,"NKT","CD44"
"GZMK",0.818,6.35966257898776,0.636,9.76030170605475,0.675,0.086,"NKT","GZMK"
"EGFR",0.817,1.70452491062177,0.634,2.46167616098108,0.868,0.478,"NKT","EGFR"
"DUSP5",0.817,2.01683045284815,0.634,2.91427612074531,0.881,0.577,"NKT","DUSP5"
"TAGLN2",0.814,1.8659507766371,0.628,2.69963540605931,0.934,0.647,"NKT","TAGLN2"
"ADGRE5",0.814,2.3427009645879,0.628,3.46542473958389,0.735,0.226,"NKT","ADGRE5"
"LCP1",0.813,2.9966051082809,0.626,4.44401021897545,0.695,0.159,"NKT","LCP1"
"TRAC",0.81,5.35250730558973,0.62,8.1918810691988,0.689,0.154,"NKT","TRAC"
"GMFG",0.806,3.07965597821525,0.612,4.47827414566601,0.748,0.343,"NKT","GMFG"
"S100A10",0.799,1.5940405879057,0.598,2.30173143225793,0.967,0.852,"NKT","S100A10"
"ENSMFAG00000039219",0.798,1.10804663371455,0.596,1.59935252564579,0.993,0.942,"NKT","ENSMFAG00000039219"
"ENSMFAG00000037649",0.792,1.71552213116255,0.584,2.69429609887346,0.742,0.261,"NKT","ENSMFAG00000037649"
"EMP3",0.787,1.5714267038073,0.574,2.2734114423356,0.894,0.665,"NKT","EMP3"
"ENSMFAG00000011609",0.784,0.764398205641702,0.568,1.1052041311227,0.974,0.635,"NKT","ENSMFAG00000011609"
"RGS1",0.784,4.41831857574141,0.568,6.53793829656078,0.649,0.175,"NKT","RGS1"
"IL2RG",0.781,4.52502020792461,0.562,7.11634132308725,0.623,0.13,"NKT","IL2RG"
"RGCC",0.78,3.02209245929269,0.56,4.40216127317403,0.748,0.385,"NKT","RGCC"
"RAC2",0.778,3.36380448998276,0.556,4.92413427607316,0.675,0.23,"NKT","RAC2"
"CD27",0.777,5.43977942279147,0.554,9.06723778852809,0.576,0.04,"NKT","CD27"
"LAT",0.769,4.71673729023538,0.538,7.61389543634753,0.57,0.052,"NKT","LAT"
"GPR183",0.767,4.29641377089161,0.534,6.98171503244215,0.556,0.04,"NKT","GPR183"
"ERCC-00096",0.766,0.457078140494131,0.532,0.659433423655878,1,0.995,"NKT","ERCC-00096"
"ENSMFAG00000036388",0.765,0.704682390301986,0.53,1.01675062351976,1,0.997,"NKT","ENSMFAG00000036388"
"ENSMFAG00000037514",0.764,1.42884889493933,0.528,2.06396430608395,0.94,0.856,"NKT","ENSMFAG00000037514"
"CD69",0.764,5.42471579971952,0.528,8.55111034585408,0.576,0.086,"NKT","CD69"
"ENSMFAG00000039100",0.76,0.779130183743458,0.52,1.12473681733169,0.96,0.834,"NKT","ENSMFAG00000039100"
"RHOF",0.76,3.57156867473964,0.52,5.45774059793403,0.603,0.165,"NKT","RHOF"
"RPS29",0.758,0.707363311646109,0.516,1.02093269057981,1,0.994,"NKT","RPS29"
"UCP2",0.756,3.84455767774105,0.512,5.88286326809049,0.563,0.093,"NKT","UCP2"
"ARPC1B",0.756,2.35632586577772,0.512,3.42240124418453,0.762,0.505,"NKT","ARPC1B"
"STK17B",0.753,3.20943141450191,0.506,4.8184073902542,0.642,0.253,"NKT","STK17B"
"CREM",0.752,2.54599759419485,0.504,3.69069423014969,0.801,0.582,"NKT","CREM"
"ERCC-00130",0.75,0.422778104020386,0.5,0.609942492184121,1,0.997,"NKT","ERCC-00130"
"ERCC-00002",0.75,0.426233120688597,0.5,0.614935006344625,1,0.993,"NKT","ERCC-00002"
"ENSMFAG00000029991",0.748,0.659056198535359,0.496,0.951052804533973,1,0.978,"NKT","ENSMFAG00000029991"
"TSC22D3",0.748,1.37467611237981,0.496,1.98983566480781,0.901,0.719,"NKT","TSC22D3"
"CLEC2B",0.748,2.40318416325391,0.496,3.50673443487431,0.629,0.225,"NKT","CLEC2B"
"CD37",0.748,3.46582240649897,0.496,5.1578914806832,0.563,0.127,"NKT","CD37"
"FYB1",0.742,4.49881669168025,0.484,7.07561388735895,0.503,0.032,"NKT","FYB1"
"ISG201",0.741,2.56710052924948,0.482,3.73809203329206,0.669,0.283,"NKT","ISG20"
"ENSMFAG00000027483",0.74,0.643901677810312,0.48,0.941466794881633,0.967,0.763,"NKT","ENSMFAG00000027483"
"EZR1",0.74,1.43542402300461,0.48,2.07498621928537,0.841,0.584,"NKT","EZR"
"ENSMFAG00000027717",0.735,0.726236085857181,0.47,1.04790684558172,0.993,0.991,"NKT","ENSMFAG00000027717"
"CYTIP",0.734,3.71562053705762,0.468,5.68029134714182,0.563,0.173,"NKT","CYTIP"
"CD3G",0.732,4.57438243440914,0.464,7.22331439591473,0.483,0.03,"NKT","CD3G"
"RPS20",0.731,0.585982650307112,0.462,0.845614781862807,1,0.997,"NKT","RPS20"
"AIM2",0.731,3.96754866754158,0.462,6.27456326112533,0.517,0.093,"NKT","AIM2"
"ACTB",0.731,0.759643267089442,0.462,1.09625204331701,1,0.985,"NKT","ACTB"
"ERCC-00113",0.73,0.405794601856401,0.46,0.585476759436302,1,0.982,"NKT","ERCC-00113"
"ENSMFAG00000039785",0.729,0.702097340377295,0.458,1.0135716336499,0.993,0.991,"NKT","ENSMFAG00000039785"
"ENSMFAG00000030042",0.728,0.417428323848433,0.456,0.604993581426919,0.901,0.741,"NKT","ENSMFAG00000030042"
"RPL19",0.728,0.758680043339103,0.456,1.09491285763409,0.993,0.982,"NKT","RPL19"
"CD8A",0.727,4.75476428548984,0.454,8.91579206095225,0.483,0.047,"NKT","CD8A"
"KLRB1",0.726,5.97200805749927,0.452,10.0766706709776,0.497,0.073,"NKT","KLRB1"
"IFI16",0.726,1.14785153098134,0.452,1.66340306797862,0.762,0.454,"NKT","IFI16"
"ARHGAP9",0.726,4.56714363899923,0.452,7.85333230733906,0.47,0.029,"NKT","ARHGAP9"
"PRF1",0.724,4.63356088240867,0.448,8.17586914922656,0.464,0.024,"NKT","PRF1"
"FAU",0.724,0.688584516296754,0.448,0.99393723636671,1,0.991,"NKT","FAU"
"MAFA-F",0.723,0.894023101963353,0.446,1.35930515343676,0.57,0.174,"NKT","MAFA-F"
"GIMAP7",0.723,4.04548362254415,0.446,6.16824802137744,0.47,0.035,"NKT","GIMAP7"
"ENSMFAG00000037717",0.721,0.647658586628603,0.442,0.946260234983535,0.96,0.846,"NKT","ENSMFAG00000037717"
"WIPF1",0.721,2.92495335894592,0.442,4.45861972424565,0.55,0.179,"NKT","WIPF1"
"EVL",0.721,1.6190405657564,0.442,2.38556797864744,0.596,0.264,"NKT","EVL"
"ENSMFAG00000032173",0.719,0.527875484195985,0.438,0.761730218114899,1,0.999,"NKT","ENSMFAG00000032173"
"RPL10",0.719,0.576311808959302,0.438,0.831543363763286,1,0.996,"NKT","RPL10"
"RPL35",0.712,0.66758175988824,0.424,0.963682235969463,0.98,0.966,"NKT","RPL35"
"CD74",0.711,1.24486852605292,0.422,1.7965221075566,0.854,0.733,"NKT","CD74"
"APBB1IP",0.71,4.08290665824252,0.42,6.3507388631279,0.444,0.036,"NKT","APBB1IP"
"PDE4B",0.708,2.80105582934635,0.416,4.18795433625182,0.517,0.174,"NKT","PDE4B"
"PTPN22",0.707,4.43849548309582,0.414,7.92117235204097,0.464,0.089,"NKT","PTPN22"
"KLRD1",0.706,5.02853501356213,0.412,8.35878951177325,0.457,0.07,"NKT","KLRD1"
"TYROBP",0.704,3.41077230318699,0.408,4.96552121689435,0.523,0.187,"NKT","TYROBP"
"ENSMFAG00000015501",0.701,0.939451743416587,0.402,1.38324797047038,0.834,0.688,"NKT","ENSMFAG00000015501"
"ENSMFAG00000004025",0.701,0.436037591819849,0.402,0.643567827021103,0.841,0.647,"NKT","ENSMFAG00000004025"
"OAZ1",0.699,0.930333723628324,0.398,1.34562794756093,0.914,0.822,"NKT","OAZ1"
"RPLP2",0.698,0.550359556601923,0.396,0.794833605342538,0.974,0.911,"NKT","RPLP2"
"SAMSN1",0.697,3.83972261577074,0.394,6.10447964610026,0.43,0.052,"NKT","SAMSN1"
"GPX4",0.697,1.46685910119732,0.394,2.12702813037042,0.722,0.533,"NKT","GPX4"
"ENSMFAG00000020297",0.696,0.748329237001905,0.392,1.10097993161314,0.927,0.796,"NKT","ENSMFAG00000020297"
"RAP1B",0.696,1.21772917397074,0.392,1.76217299509907,0.874,0.798,"NKT","RAP1B"
"ENSMFAG00000040919",0.695,0.828251742592169,0.39,1.19802910613543,0.96,0.815,"NKT","ENSMFAG00000040919"
"ENSMFAG00000007184",0.695,0.584358215299181,0.39,0.84357698048397,0.98,0.963,"NKT","ENSMFAG00000007184"
"RPS17",0.695,0.513397523191213,0.39,0.740974450904559,1,0.984,"NKT","RPS17"
"GZMA",0.695,5.85255583426041,0.39,9.71051034787708,0.437,0.065,"NKT","GZMA"
"BIRC3",0.695,2.98197035817339,0.39,4.41670218308977,0.503,0.175,"NKT","BIRC3"
"RPL11",0.692,0.601678094600331,0.384,0.868541935552617,0.987,0.972,"NKT","RPL11"
"FCER1G",0.692,1.06727373188461,0.384,1.54509305644213,0.55,0.244,"NKT","FCER1G"
"MSN",0.691,1.41197406970374,0.382,2.05151579781998,0.748,0.559,"NKT","MSN"
"LTB",0.691,3.96773276040734,0.382,6.00396357665727,0.411,0.04,"NKT","LTB"
"ENSMFAG00000001740",0.688,0.860713170887006,0.376,1.24331735700634,0.96,0.93,"NKT","ENSMFAG00000001740"
"SH2D2A",0.688,3.5386363007846,0.376,6.50228234821463,0.397,0.029,"NKT","SH2D2A"
"LIMD2",0.688,3.22604024304235,0.376,4.80490726979959,0.523,0.241,"NKT","LIMD2"
"ENSMFAG00000003296",0.687,0.522133146542679,0.374,0.753783518426367,0.954,0.88,"NKT","ENSMFAG00000003296"
"CTSS",0.687,2.21005414719551,0.374,3.25939479802043,0.483,0.163,"NKT","CTSS"
"HOPX",0.683,2.32996619861424,0.366,3.38245428442392,0.576,0.338,"NKT","HOPX"
"ARPC2",0.683,1.23180791445248,0.366,1.78061858312619,0.901,0.837,"NKT","ARPC2"
"RPS15A",0.682,0.480555246231309,0.364,0.693669959648258,0.993,0.956,"NKT","RPS15A"
"RPS21",0.681,0.612184355040567,0.362,0.88453891432048,0.987,0.952,"NKT","RPS21"
"SCML4",0.68,4.41759025916085,0.36,7.58536283352666,0.397,0.06,"NKT","SCML4"
"ERCC-00042",0.679,0.503278239701372,0.358,0.726894397916778,0.868,0.789,"NKT","ERCC-00042"
"ENSMFAG00000017869",0.679,0.562280973973402,0.358,0.812097239929116,0.96,0.868,"NKT","ENSMFAG00000017869"
"CYBA",0.679,1.50167800529662,0.358,2.18390514260837,0.642,0.462,"NKT","CYBA"
"NR4A2",0.677,1.39675191710687,0.354,2.02679241003168,0.669,0.478,"NKT","NR4A2"
"ENSMFAG00000031087",0.675,0.355433343943622,0.35,0.512867677328886,1,0.998,"NKT","ENSMFAG00000031087"
"PSMB8",0.675,2.51726203996748,0.35,3.74114318596419,0.45,0.145,"NKT","PSMB8"
"PFN1",0.675,1.35392766438878,0.35,1.96487991298946,0.762,0.67,"NKT","PFN1"
"ENSMFAG00000039531",0.674,0.482707652922778,0.348,0.696604739826309,0.993,0.994,"NKT","ENSMFAG00000039531"
"ENSMFAG00000007994",0.673,0.492837670552437,0.346,0.716140066685359,0.921,0.795,"NKT","ENSMFAG00000007994"
"TGFB1",0.673,1.57016273249171,0.346,2.98620754357455,0.404,0.068,"NKT","TGFB1"
"HCLS1",0.672,3.2571931979291,0.344,5.07584252199744,0.384,0.057,"NKT","HCLS1"
"ITK",0.671,4.01190365506133,0.342,8.23561779823676,0.364,0.029,"NKT","ITK"
"RPL18A",0.67,0.357027283965452,0.34,0.515311592242059,1,0.983,"NKT","RPL18A"
"SH3KBP11",0.669,2.58015399977448,0.338,3.78683525824633,0.543,0.275,"NKT","SH3KBP1"
"RPL34",0.669,0.399213816667467,0.338,0.576211370300694,1,0.995,"NKT","RPL34"
"PSMB9",0.669,2.10206331698001,0.338,3.0615703226884,0.55,0.338,"NKT","PSMB9"
"ID2",0.669,1.06803895446307,0.338,1.54244024902147,0.921,0.891,"NKT","ID2"
"TPT1",0.668,0.476764241127382,0.336,0.688117352297114,0.993,0.994,"NKT","TPT1"
"CD84",0.666,3.70557660884012,0.332,5.88311912541036,0.371,0.051,"NKT","CD84"
"RUNX3",0.663,2.58535882105705,0.326,4.12728360215212,0.364,0.05,"NKT","RUNX3"
"SARAF",0.662,0.705182464375114,0.324,1.0223969259603,0.841,0.758,"NKT","SARAF"
"RGL2",0.66,0.627110311689187,0.32,0.91402632025923,0.675,0.49,"NKT","RGL2"
"FTH1",0.66,0.704864102541309,0.32,1.0171187748324,1,0.997,"NKT","FTH1"
"ARPC3",0.66,1.35984657367635,0.32,1.968204663022,0.828,0.733,"NKT","ARPC3"
"CD7",0.659,3.80900717969903,0.318,8.32521280638057,0.325,0.01,"NKT","CD7"
"ZAP70",0.658,3.99700758818233,0.316,6.67665749270784,0.411,0.146,"NKT","ZAP70"
"SERPINA1",0.658,3.38464421108325,0.316,5.08154064086644,0.371,0.072,"NKT","SERPINA1"
"BTN3A2",0.658,2.23022814825279,0.316,3.34793620358092,0.411,0.117,"NKT","BTN3A2"
"SEMA4D",0.657,2.01196803798561,0.314,3.0385292176726,0.457,0.208,"NKT","SEMA4D"
"SIRPG",0.656,4.06051137853014,0.312,6.67049272615568,0.338,0.035,"NKT","SIRPG"
"RPSA",0.656,0.423816322370836,0.312,0.611871106019645,0.96,0.934,"NKT","RPSA"
"RPL6",0.655,0.376962805118437,0.31,0.544060990521047,0.993,0.983,"NKT","RPL6"
"IL2RB",0.655,4.53602958853751,0.31,8.05974884512407,0.364,0.081,"NKT","IL2RB"
"ETS1",0.655,2.4098433712325,0.31,3.67623386355621,0.43,0.164,"NKT","ETS1"
"RPL27A",0.654,0.367515074076143,0.308,0.53037819890098,1,0.988,"NKT","RPL27A"
"RIPOR2",0.654,2.56496349519634,0.308,3.86110644517346,0.424,0.152,"NKT","RIPOR2"
"BTG1",0.654,1.04259102448218,0.308,1.51048675401493,0.788,0.72,"NKT","BTG1"
"LY6E",0.653,1.17277950748375,0.306,1.7065273162638,0.675,0.556,"NKT","LY6E"
"GPR65",0.653,4.43618532727195,0.306,7.87606556351907,0.325,0.026,"NKT","GPR65"
"CDC42SE2",0.653,1.73073835038335,0.306,2.54391244958626,0.543,0.336,"NKT","CDC42SE2"
"MBNL1",0.652,0.706196021889696,0.304,1.02246688720746,0.768,0.673,"NKT","MBNL1"
"ENSMFAG00000000159",0.651,1.19477392693632,0.302,1.74695187065653,0.43,0.159,"NKT","ENSMFAG00000000159"
"ENSMFAG00000033356",0.651,2.80909939499437,0.302,4.26431527528563,0.384,0.111,"NKT","ENSMFAG00000033356"
"VIM",0.651,0.452653789771149,0.302,0.653538311268996,0.96,0.947,"NKT","VIM"
"SEPT6",0.651,2.78103422482938,0.302,4.19861623057369,0.424,0.169,"NKT","SEPT6"
"KLRK1",0.649,4.78158906282268,0.298,10.5518977520244,0.311,0.018,"NKT","KLRK1"
"ENSMFAG00000037923",0.647,0.383133697699339,0.294,0.552904817541183,1,0.984,"NKT","ENSMFAG00000037923"
"STK17A",0.647,1.79310500735391,0.294,2.62089135757617,0.583,0.448,"NKT","STK17A"
"Mafa-DRA",0.647,1.93951223535892,0.294,2.80426527101667,0.695,0.495,"NKT","Mafa-DRA"
"ELF1",0.645,2.10450155076076,0.29,3.07298962528202,0.563,0.421,"NKT","ELF1"
"SYTL31",0.644,2.0137439712486,0.288,2.9854598811418,0.457,0.188,"NKT","SYTL3"
"LPXN",0.643,2.83505576629077,0.286,4.37614451504397,0.417,0.191,"NKT","LPXN"
"ENSMFAG00000018190",0.642,0.496173064105471,0.284,0.731535322267034,0.755,0.688,"NKT","ENSMFAG00000018190"
"ENSMFAG00000045172",0.64,1.6174084246332,0.28,2.8999142481429,0.371,0.109,"NKT","ENSMFAG00000045172"
"ENSMFAG00000008239",0.639,0.448646757080536,0.278,0.658500287360099,0.887,0.757,"NKT","ENSMFAG00000008239"
"ENSMFAG00000007166",0.639,0.571934465157035,0.278,0.827274646383522,0.808,0.777,"NKT","ENSMFAG00000007166"
"TNFAIP3",0.639,1.68657859697984,0.278,2.48609630992261,0.43,0.202,"NKT","TNFAIP3"
"ERCC-00051",0.638,0.941890721699906,0.276,1.45661372236826,0.497,0.257,"NKT","ERCC-00051"
"ENSMFAG00000032124",0.638,0.400902416842499,0.276,0.578740845983365,0.96,0.966,"NKT","ENSMFAG00000032124"
"SASH3",0.638,3.22845400730697,0.276,5.49992364003107,0.305,0.036,"NKT","SASH3"
"ITM2A",0.638,1.7833627096645,0.276,2.60148941079336,0.483,0.305,"NKT","ITM2A"
"CD83",0.638,2.92194707525259,0.276,4.29313096259248,0.457,0.26,"NKT","CD83"
"ZFP36L2",0.637,0.468045669680434,0.274,0.679005627024814,0.834,0.844,"NKT","ZFP36L2"
"PRR13",0.637,1.22780679036518,0.274,1.77996290503018,0.715,0.649,"NKT","PRR13"
"CFL1",0.637,0.506653495581791,0.274,0.732377169409251,0.947,0.961,"NKT","CFL1"
"ERCC-00116",0.636,0.492877277235567,0.272,0.712988566005508,0.636,0.504,"NKT","ERCC-00116"
"RPS7",0.636,0.399322093919594,0.272,0.576330404855099,0.993,0.994,"NKT","RPS7"
"ENSMFAG00000028033-RPS26",0.636,0.350091780412327,0.272,0.511203286993657,0.927,0.855,"NKT","ENSMFAG00000028033-RPS26"
"RPS10",0.636,0.434936137442937,0.272,0.628479235915872,0.914,0.911,"NKT","RPS10"
"TUBA4A",0.635,2.35569203606842,0.27,3.42775052453988,0.55,0.408,"NKT","TUBA4A"
"TIGIT",0.635,5.03487705011797,0.27,9.54650472671917,0.325,0.079,"NKT","TIGIT"
"PPIA",0.635,0.424490960613585,0.27,0.612915837590668,0.934,0.951,"NKT","PPIA"
"ENSMFAG00000044845",0.634,0.474563035935934,0.268,0.686359915854,0.921,0.846,"NKT","ENSMFAG00000044845"
"MFNG",0.634,2.74398884124502,0.268,4.32611752667482,0.325,0.071,"NKT","MFNG"
"APOBEC3C",0.631,1.91213765978606,0.262,2.82569539482939,0.417,0.199,"NKT","APOBEC3C"
"ENSMFAG00000043412",0.63,0.946387776420029,0.26,1.39164610080142,0.808,0.735,"NKT","ENSMFAG00000043412"
"ENSMFAG00000033495",0.63,0.447732591595839,0.26,0.646331552311397,0.993,0.963,"NKT","ENSMFAG00000033495"
"SKAP1",0.63,4.27762377648145,0.26,8.99921905309044,0.311,0.075,"NKT","SKAP1"
"ERCC-00076",0.629,0.562020091248954,0.258,0.812513399577741,0.662,0.521,"NKT","ERCC-00076"
"ENSMFAG00000030582",0.629,0.475127262032944,0.258,0.716298896340192,0.775,0.64,"NKT","ENSMFAG00000030582"
"ENSMFAG00000025456",0.628,0.67968151138607,0.256,1.13777799390039,0.609,0.461,"NKT","ENSMFAG00000025456"
"RPL30",0.627,0.347757473794763,0.254,0.501988529479846,0.98,0.974,"NKT","RPL30"
"EML4",0.626,1.53218561108642,0.252,2.22565092544694,0.589,0.461,"NKT","EML4"
"FCER1G1",0.995,5.29792725294913,0.99,7.68266793490158,1,0.246,"M","FCER1G"
"IFI301",0.978,4.52640243596978,0.956,6.60260962136537,0.982,0.194,"M","IFI30"
"TYROBP1",0.954,3.03206446203141,0.908,4.3973008729723,0.964,0.19,"M","TYROBP"
"AIF1",0.945,6.3677148017278,0.89,9.4886973720153,0.911,0.153,"M","AIF1"
"CTSB1",0.941,3.56377242192262,0.882,5.17334385228443,0.964,0.51,"M","CTSB"
"LAPTM51",0.93,3.28344814126717,0.86,4.77003819579738,0.929,0.205,"M","LAPTM5"
"CD521",0.93,2.32378337159999,0.86,3.36085400573895,0.964,0.328,"M","CD52"
"SRGN1",0.928,2.36169158618122,0.856,3.41235470834635,1,0.553,"M","SRGN"
"FTH11",0.928,2.35139239686128,0.856,3.39277823332375,1,0.998,"M","FTH1"
"PSAP",0.927,2.8401160873837,0.854,4.10511629016676,0.982,0.782,"M","PSAP"
"COTL11",0.927,3.75022247133178,0.854,5.51980096994252,0.929,0.299,"M","COTL1"
"LYZ1",0.926,5.18151147162527,0.852,7.52481170960742,0.929,0.333,"M","LYZ"
"FTL",0.908,1.77748304390346,0.816,2.56463761369758,1,0.989,"M","FTL"
"ENSMFAG000000181701",0.9,2.45160332763854,0.8,3.6075323901323,0.946,0.683,"M","ENSMFAG00000018170"
"ENSMFAG000000375141",0.897,2.24802736451947,0.794,3.24623692185911,1,0.858,"M","ENSMFAG00000037514"
"CTSS1",0.894,3.86526115753297,0.788,5.68402375492045,0.857,0.167,"M","CTSS"
"CD741",0.889,2.21511819158337,0.778,3.19645593237642,0.982,0.735,"M","CD74"
"SOD2",0.887,3.18012435364013,0.774,4.60054698933859,0.946,0.63,"M","SOD2"
"BCL2A11",0.884,3.84201872819434,0.768,5.69731609786365,0.821,0.133,"M","BCL2A1"
"LST1",0.881,6.13467342762562,0.762,9.84026820876831,0.786,0.062,"M","LST1"
"ENSMFAG000000434121",0.873,2.39277748720792,0.746,3.49536708172092,0.929,0.735,"M","ENSMFAG00000043412"
"IL1B",0.872,5.63537206819011,0.744,8.2459621686196,0.821,0.209,"M","IL1B"
"Mafa-DRA1",0.87,2.54437218999608,0.74,3.67689827960567,0.929,0.498,"M","Mafa-DRA"
"GMFG1",0.87,2.50514283705045,0.74,3.63306291548316,0.875,0.356,"M","GMFG"
"S100A41",0.869,2.85085810114809,0.738,4.1168270814549,0.893,0.465,"M","S100A4"
"MS4A7",0.869,5.46512395739695,0.738,8.55555541515536,0.786,0.124,"M","MS4A7"
"ITGB21",0.869,4.07154056110289,0.738,5.98160104672419,0.804,0.157,"M","ITGB2"
"ARHGDIB1",0.867,1.76387296593466,0.734,2.55383494726706,0.893,0.347,"M","ARHGDIB"
"OAZ11",0.865,2.34825260984803,0.73,3.39348739615373,1,0.824,"M","OAZ1"
"CYBB",0.864,5.24197324036864,0.728,8.88383471760278,0.75,0.059,"M","CYBB"
"LCP11",0.863,3.24066668027793,0.726,4.76260867874533,0.804,0.177,"M","LCP1"
"CD68",0.86,4.66313661545207,0.72,7.2961249674664,0.768,0.122,"M","CD68"
"CD831",0.856,2.8595052366512,0.712,4.17651397717341,0.821,0.26,"M","CD83"
"FGR1",0.851,5.03472990304893,0.702,7.61144758779829,0.75,0.127,"M","FGR"
"SH3BGRL31",0.847,2.1677905091082,0.694,3.13363127837718,0.946,0.592,"M","SH3BGRL3"
"CFD",0.844,3.23399951106629,0.688,4.67013690818194,0.839,0.491,"M","CFD"
"LSP11",0.841,3.03158748402074,0.682,4.45904959559418,0.75,0.122,"M","LSP1"
"CTSH1",0.841,3.0865361851667,0.682,4.50887273436356,0.804,0.325,"M","CTSH"
"CD481",0.84,2.17595004364101,0.68,3.16682332972617,0.786,0.157,"M","CD48"
"CAT1",0.838,2.63708801241881,0.676,3.87203382157703,0.875,0.411,"M","CAT"
"CTSD",0.835,2.48497180966737,0.67,3.59269881997329,0.946,0.701,"M","CTSD"
"CD531",0.835,2.44679143818378,0.67,3.59132565361118,0.768,0.177,"M","CD53"
"CD441",0.834,1.74446977329012,0.668,2.52517986050595,0.946,0.551,"M","CD44"
"TNFRSF1B1",0.832,3.310896069598,0.664,4.8270878938985,0.786,0.276,"M","TNFRSF1B"
"CYBA1",0.827,2.95442217143521,0.654,4.2869836505249,0.857,0.464,"M","CYBA"
"SERPINA11",0.821,2.85710887997579,0.642,4.21654163485403,0.696,0.076,"M","SERPINA1"
"CORO1A1",0.821,1.932439082137,0.642,2.81509544817925,0.75,0.17,"M","CORO1A"
"ENSMFAG000000006761",0.818,2.73328761516705,0.636,3.97338602373744,0.75,0.203,"M","ENSMFAG00000000676"
"SAT1",0.817,1.46276400942193,0.634,2.1120087498888,1,0.913,"M","SAT1"
"PILRA",0.816,4.24384800120409,0.632,6.41063434675779,0.661,0.055,"M","PILRA"
"LYN",0.805,3.28192080057751,0.61,4.99573185486566,0.679,0.127,"M","LYN"
"RNF1491",0.804,2.81800494141336,0.608,4.15789021766668,0.804,0.366,"M","RNF149"
"S100A6",0.802,1.42806823763411,0.604,2.06345131876302,0.911,0.715,"M","S100A6"
"FXYD51",0.802,1.22901554737375,0.604,1.78539726768067,0.804,0.299,"M","FXYD5"
"S100A101",0.798,1.042788329054,0.596,1.50581986148048,1,0.856,"M","S100A10"
"LAT21",0.798,3.04999688392335,0.596,4.50863881957968,0.804,0.403,"M","LAT2"
"GRN1",0.798,2.60706693027944,0.596,3.7999909947837,0.821,0.453,"M","GRN"
"CAPG1",0.797,2.48581575133515,0.594,3.626470024162,0.732,0.231,"M","CAPG"
"LGMN",0.795,2.9359172869766,0.59,4.2886933167457,0.821,0.366,"M","LGMN"
"FGL21",0.793,2.89632446793089,0.586,4.26840719821731,0.696,0.213,"M","FGL2"
"ENSMFAG000000431211",0.791,0.99651620131122,0.582,1.4377385685707,1,1,"M","ENSMFAG00000043121"
"HLA-DPB1",0.789,2.97368608716286,0.578,4.36575982036104,0.643,0.079,"M","HLA-DPB1"
"ENSMFAG000000001591",0.786,4.68251572400004,0.572,6.85464231923716,0.679,0.163,"M","ENSMFAG00000000159"
"VMO1",0.786,4.86366265733804,0.572,7.19838778933089,0.625,0.1,"M","VMO1"
"ACTB1",0.785,1.0775783878973,0.57,1.55500389057156,1,0.986,"M","ACTB"
"CNDP2",0.784,3.00209732175014,0.568,4.43506345062769,0.696,0.244,"M","CNDP2"
"TMSB10",0.783,0.673851913591013,0.566,0.972234761565968,1,0.991,"M","TMSB10"
"ENSMFAG000000282291",0.782,3.10223425293375,0.564,4.49421793166752,0.714,0.223,"M","ENSMFAG00000028229"
"ENSMFAG000000009841",0.782,1.55157503350041,0.564,2.25824513082808,0.804,0.402,"M","ENSMFAG00000000984"
"MNDA",0.782,4.26241206349125,0.564,6.61396917258898,0.607,0.083,"M","MNDA"
"HLA-E1",0.781,1.60450335064976,0.562,2.32790090456193,0.875,0.642,"M","HLA-E"
"SLC11A1",0.78,2.82207832723916,0.56,4.14310979798806,0.679,0.178,"M","SLC11A1"
"ENSMFAG00000038015",0.778,2.34351486330672,0.556,3.4544565721877,0.661,0.203,"M","ENSMFAG00000038015"
"PYCARD",0.778,2.88952787160446,0.556,4.21862385589088,0.625,0.116,"M","PYCARD"
"ASAH1",0.778,2.8471402357779,0.556,4.15263911423165,0.839,0.539,"M","ASAH1"
"TPM3",0.775,1.70375329894726,0.55,2.46485023460803,0.929,0.699,"M","TPM3"
"EFHD2",0.774,3.16333372854225,0.548,4.90366335667737,0.661,0.209,"M","EFHD2"
"LGALS3",0.773,3.70369787067232,0.546,5.36778704969578,0.821,0.508,"M","LGALS3"
"ARPC1B1",0.773,1.98616592531167,0.546,2.88131948824788,0.804,0.514,"M","ARPC1B"
