"","status","family","pval","qval","gene_short_name","num_cells_expressed","use_for_ordering"
"MSH2","OK","negbinomial.size",0.26950771768923,0.627281703559387,"MSH2",59,FALSE
"RETSAT","OK","negbinomial.size",0.26934864858351,0.627281703559387,"RETSAT",32,FALSE
"OXNAD1","OK","negbinomial.size",0.269491038973284,0.627281703559387,"OXNAD1",309,TRUE
"INSIG1","OK","negbinomial.size",0.269320418498857,0.627281703559387,"INSIG1",187,TRUE
"FRAT2","OK","negbinomial.size",0.269222749950705,0.627281703559387,"FRAT2",131,FALSE
"ATXN7L3B","OK","negbinomial.size",0.269489942726875,0.627281703559387,"ATXN7L3B",106,FALSE
"MRPL40","OK","negbinomial.size",0.269548265597393,0.627281703559387,"MRPL40",319,FALSE
"FLYWCH1","OK","negbinomial.size",0.269620366591677,0.627309500851854,"FLYWCH1",46,FALSE
"DFFA","OK","negbinomial.size",0.269877890837486,0.627348784140281,"DFFA",113,FALSE
"FAM107B","OK","negbinomial.size",0.269794569927037,0.627348784140281,"FAM107B",389,TRUE
"PTPRA","OK","negbinomial.size",0.269844025082109,0.627348784140281,"PTPRA",179,FALSE
"ZNF576","OK","negbinomial.size",0.269813041276775,0.627348784140281,"ZNF576",53,FALSE
"MYNN","OK","negbinomial.size",0.270511916874582,0.628232010062766,"MYNN",60,FALSE
"DHX16","OK","negbinomial.size",0.270527737312729,0.628232010062766,"DHX16",58,FALSE
"MVB12B","OK","negbinomial.size",0.270559067624845,0.628232010062766,"MVB12B",24,FALSE
"UBE2D1","OK","negbinomial.size",0.270510857190623,0.628232010062766,"UBE2D1",282,TRUE
"RAB22A","OK","negbinomial.size",0.27038420854636,0.628232010062766,"RAB22A",123,FALSE
"MAP3K7","OK","negbinomial.size",0.270645735253779,0.628293349783262,"MAP3K7",87,FALSE
"MAN1C1","OK","negbinomial.size",0.270989419067636,0.628951182291856,"MAN1C1",24,FALSE
"ZFC3H1","OK","negbinomial.size",0.271630304210995,0.630298356099744,"ZFC3H1",91,FALSE
"PPP1R15B","OK","negbinomial.size",0.271866420339194,0.630628379987657,"PPP1R15B",76,FALSE
"RP11-977G19.11","OK","negbinomial.size",0.27189347875187,0.630628379987657,"RP11-977G19.11",28,FALSE
"SRSF10.1","OK","negbinomial.size",0.272002564138229,0.630741102698121,"SRSF10.1",68,FALSE
"NUDT15","OK","negbinomial.size",0.272078784683849,0.630777582632988,"NUDT15",48,FALSE
"SUSD3","OK","negbinomial.size",0.272203161264416,0.63078545903674,"SUSD3",378,TRUE
"DUSP18","OK","negbinomial.size",0.272189294245685,0.63078545903674,"DUSP18",60,FALSE
"NDUFA4","OK","negbinomial.size",0.27246615849559,0.631254632479896,"NDUFA4",1391,FALSE
"CHIC1","OK","negbinomial.size",0.272624860765763,0.631482018672896,"CHIC1",22,FALSE
"TAF9B","OK","negbinomial.size",0.272738199796255,0.631604252159749,"TAF9B",45,FALSE
"MSH6","OK","negbinomial.size",0.273062766062483,0.632115172814539,"MSH6",35,FALSE
"PCCB","OK","negbinomial.size",0.27309037388923,0.632115172814539,"PCCB",63,FALSE
"E2F3","OK","negbinomial.size",0.273140675939999,0.632115172814539,"E2F3",36,FALSE
"GALNT11","OK","negbinomial.size",0.273225063343158,0.632170170965709,"GALNT11",109,FALSE
"DHDDS","OK","negbinomial.size",0.273374865611829,0.632188809750451,"DHDDS",47,FALSE
"DHX57","OK","negbinomial.size",0.273500826579584,0.632188809750451,"DHX57",40,FALSE
"RPL15","OK","negbinomial.size",0.273596864058668,0.632188809750451,"RPL15",2627,FALSE
"DHFR","OK","negbinomial.size",0.273555839187812,0.632188809750451,"DHFR",34,FALSE
"APOLD1","OK","negbinomial.size",0.273596121292351,0.632188809750451,"APOLD1",63,FALSE
"SS18","OK","negbinomial.size",0.273450375312009,0.632188809750451,"SS18",44,FALSE
"METTL10","OK","negbinomial.size",0.273672068285798,0.632222491821955,"METTL10",129,FALSE
"RP11-274B18.2","OK","negbinomial.size",0.273843696481889,0.632478863103686,"RP11-274B18.2",26,FALSE
"FAM45A","OK","negbinomial.size",0.273994252837923,0.632576956834875,"FAM45A",224,TRUE
"EMC9","OK","negbinomial.size",0.274007490796234,0.632576956834875,"EMC9",79,FALSE
"ANKFY1","OK","negbinomial.size",0.274155097223958,0.632777634761273,"ANKFY1",90,FALSE
"GNL3","OK","negbinomial.size",0.274331874208437,0.632905483240173,"GNL3",214,FALSE
"SFXN3","OK","negbinomial.size",0.274321877448539,0.632905483240173,"SFXN3",67,FALSE
"DNM1L","OK","negbinomial.size",0.274499868386486,0.633152981095837,"DNM1L",67,FALSE
"KLF11","OK","negbinomial.size",0.274845335988207,0.633637724108345,"KLF11",63,TRUE
"BUD31","OK","negbinomial.size",0.274892315292113,0.633637724108345,"BUD31",677,FALSE
"RDH5","OK","negbinomial.size",0.274817827217378,0.633637724108345,"RDH5",41,FALSE
"GLUL","OK","negbinomial.size",0.275317186864685,0.633803438651667,"GLUL",322,TRUE
"ANKZF1","OK","negbinomial.size",0.275508696012097,0.633803438651667,"ANKZF1",132,FALSE
"VILL","OK","negbinomial.size",0.275511218585348,0.633803438651667,"VILL",46,FALSE
"COPB2","OK","negbinomial.size",0.275099845703599,0.633803438651667,"COPB2",151,FALSE
"WSB2","OK","negbinomial.size",0.275236007692423,0.633803438651667,"WSB2",24,FALSE
"PPM1D","OK","negbinomial.size",0.275366705666572,0.633803438651667,"PPM1D",37,FALSE
"TOMM34","OK","negbinomial.size",0.275297037727989,0.633803438651667,"TOMM34",36,FALSE
"RPL28","OK","negbinomial.size",0.275080219855162,0.633803438651667,"RPL28",2625,FALSE
"MORC2-AS1","OK","negbinomial.size",0.27545865389119,0.633803438651667,"MORC2-AS1",36,FALSE
"TTC7A","OK","negbinomial.size",0.275736504121786,0.633965069611534,"TTC7A",88,FALSE
"ARRDC4","OK","negbinomial.size",0.275735919335267,0.633965069611534,"ARRDC4",17,FALSE
"ETS2","OK","negbinomial.size",0.27576386227061,0.633965069611534,"ETS2",75,FALSE
"PHF7","OK","negbinomial.size",0.27647802309111,0.635181499818508,"PHF7",34,FALSE
"FAM185A","OK","negbinomial.size",0.276536633024168,0.635181499818508,"FAM185A",21,FALSE
"VPS29","OK","negbinomial.size",0.276427860202159,0.635181499818508,"VPS29",521,FALSE
"U2AF1L4","OK","negbinomial.size",0.276501617925801,0.635181499818508,"U2AF1L4",243,FALSE
"PEX1","OK","negbinomial.size",0.276729262984367,0.635483980268878,"PEX1",43,FALSE
"SURF2","OK","negbinomial.size",0.276951141467362,0.635717167785186,"SURF2",246,FALSE
"LIMA1","OK","negbinomial.size",0.277013694899874,0.635717167785186,"LIMA1",28,FALSE
"ZFP64","OK","negbinomial.size",0.276976778061385,0.635717167785186,"ZFP64",38,FALSE
"S100A13","OK","negbinomial.size",0.277407779787685,0.635779528045101,"S100A13",21,FALSE
"EGLN1","OK","negbinomial.size",0.277383158137441,0.635779528045101,"EGLN1",125,FALSE
"PORCN","OK","negbinomial.size",0.277444899072787,0.635779528045101,"PORCN",27,FALSE
"RP11-66N11.8","OK","negbinomial.size",0.277467647883895,0.635779528045101,"RP11-66N11.8",18,FALSE
"DAPK1","OK","negbinomial.size",0.277322601861086,0.635779528045101,"DAPK1",36,FALSE
"ADAM10","OK","negbinomial.size",0.277396000696875,0.635779528045101,"ADAM10",137,FALSE
"PARP6","OK","negbinomial.size",0.27745192409858,0.635779528045101,"PARP6",51,FALSE
"MRPS14","OK","negbinomial.size",0.277785203374662,0.635989479438348,"MRPS14",189,FALSE
"ZFAND1","OK","negbinomial.size",0.277688845827912,0.635989479438348,"ZFAND1",333,FALSE
"EDRF1","OK","negbinomial.size",0.277637146820059,0.635989479438348,"EDRF1",30,FALSE
"AC005523.2","OK","negbinomial.size",0.277803229654936,0.635989479438348,"AC005523.2",20,FALSE
"MXD4","OK","negbinomial.size",0.277891071182769,0.636050941679964,"MXD4",91,FALSE
"SLC35A4","OK","negbinomial.size",0.278142209354286,0.636134787256128,"SLC35A4",140,FALSE
"LILRA2","OK","negbinomial.size",0.278096035525942,0.636134787256128,"LILRA2",117,TRUE
"DDX17","OK","negbinomial.size",0.278171713644797,0.636134787256128,"DDX17",456,FALSE
"RBX1","OK","negbinomial.size",0.278010298807923,0.636134787256128,"RBX1",772,FALSE
"RNF144A","OK","negbinomial.size",0.278345934353186,0.63639364249836,"RNF144A",30,FALSE
"NFXL1","OK","negbinomial.size",0.278449302404349,0.636398318319067,"NFXL1",19,FALSE
"C9orf156","OK","negbinomial.size",0.278470035144793,0.636398318319067,"C9orf156",76,FALSE
"RHOB","OK","negbinomial.size",0.278622983885422,0.636468888490071,"RHOB",342,TRUE
"ZFP90","OK","negbinomial.size",0.278573181006916,0.636468888490071,"ZFP90",51,FALSE
"ZXDB","OK","negbinomial.size",0.27879888810602,0.636571043157501,"ZXDB",25,FALSE
"GTF2H3","OK","negbinomial.size",0.278803268992731,0.636571043157501,"GTF2H3",39,FALSE
"ELF1","OK","negbinomial.size",0.278850836703439,0.636571043157501,"ELF1",349,FALSE
"RP11-664D1.1","OK","negbinomial.size",0.278960277228464,0.636681499439357,"RP11-664D1.1",151,TRUE
"GNB2","OK","negbinomial.size",0.279051802729319,0.63675102819723,"GNB2",704,TRUE
"ZBED5-AS1","OK","negbinomial.size",0.279120370792372,0.636768152838079,"ZBED5-AS1",66,FALSE
"PSME1","OK","negbinomial.size",0.279197545243717,0.636804899781602,"PSME1",1948,FALSE
"MAGOH","OK","negbinomial.size",0.279440104578151,0.637022617866942,"MAGOH",465,FALSE
"MAEA","OK","negbinomial.size",0.279476263592372,0.637022617866942,"MAEA",203,FALSE
"PSMD5-AS1","OK","negbinomial.size",0.279463212087228,0.637022617866942,"PSMD5-AS1",296,FALSE
"IDUA","OK","negbinomial.size",0.279915479214141,0.637750703932493,"IDUA",18,TRUE
"CRK","OK","negbinomial.size",0.279918006511222,0.637750703932493,"CRK",102,FALSE
"UPF2","OK","negbinomial.size",0.280525283554928,0.638994682593007,"UPF2",205,FALSE
"SNX17","OK","negbinomial.size",0.280605556845801,0.639037944264689,"SNX17",576,FALSE
"POM121C","OK","negbinomial.size",0.280689460622867,0.639089453138703,"POM121C",82,FALSE
"CMTR1","OK","negbinomial.size",0.280843925219147,0.639301561271615,"CMTR1",73,FALSE
"NUDT14","OK","negbinomial.size",0.281118317448637,0.63978651557276,"NUDT14",58,FALSE
"ZNF445","OK","negbinomial.size",0.281329371038694,0.640127139688305,"ZNF445",22,FALSE
"CENPB","OK","negbinomial.size",0.281471479519717,0.640310774090666,"CENPB",39,FALSE
"KIAA1109","OK","negbinomial.size",0.281688508379484,0.640525025159455,"KIAA1109",40,FALSE
"EIF4H","OK","negbinomial.size",0.281674960331048,0.640525025159455,"EIF4H",609,FALSE
"TOE1","OK","negbinomial.size",0.281826190776445,0.640698390542133,"TOE1",43,FALSE
"MTR","OK","negbinomial.size",0.282073382271731,0.640980873900547,"MTR",44,FALSE
"DCBLD1","OK","negbinomial.size",0.282020491192134,0.640980873900547,"DCBLD1",39,FALSE
"EPSTI1","OK","negbinomial.size",0.282194760744139,0.641116985847468,"EPSTI1",481,TRUE
"RAD18","OK","negbinomial.size",0.282265494834331,0.641138004820825,"RAD18",21,FALSE
"FAM46C","OK","negbinomial.size",0.282550826292376,0.641546096238048,"FAM46C",113,FALSE
"LY6E","OK","negbinomial.size",0.282568202917276,0.641546096238048,"LY6E",1763,TRUE
"TCOF1","OK","negbinomial.size",0.282980402742401,0.642342107052189,"TCOF1",126,FALSE
"RP1-40E16.12","OK","negbinomial.size",0.283205054803641,0.642678968486244,"RP1-40E16.12",20,FALSE
"MYO19","OK","negbinomial.size",0.283252065512349,0.642678968486244,"MYO19",54,FALSE
"MEN1","OK","negbinomial.size",0.283468227443943,0.643029513984214,"MEN1",45,FALSE
"CSNK1A1","OK","negbinomial.size",0.283694410537396,0.643262733873444,"CSNK1A1",414,FALSE
"ACAP1","OK","negbinomial.size",0.283685900431783,0.643262733873444,"ACAP1",799,TRUE
"FAM120AOS","OK","negbinomial.size",0.283843874222372,0.643461721824107,"FAM120AOS",130,FALSE
"GNL3L","OK","negbinomial.size",0.283921969454747,0.643498869261922,"GNL3L",52,FALSE
"UCKL1","OK","negbinomial.size",0.284122059939944,0.643672570291927,"UCKL1",131,FALSE
"PACSIN2","OK","negbinomial.size",0.284089229857267,0.643672570291927,"PACSIN2",120,FALSE
"VAMP3","OK","negbinomial.size",0.284332810738246,0.643866821482743,"VAMP3",192,FALSE
"WDR26","OK","negbinomial.size",0.284482578333704,0.643866821482743,"WDR26",68,FALSE
"TRIM35","OK","negbinomial.size",0.284594018818818,0.643866821482743,"TRIM35",35,FALSE
"CNPY2","OK","negbinomial.size",0.284537688706183,0.643866821482743,"CNPY2",470,FALSE
"TOX4","OK","negbinomial.size",0.284509424639069,0.643866821482743,"TOX4",205,FALSE
"BCL2L12","OK","negbinomial.size",0.284640012182149,0.643866821482743,"BCL2L12",95,FALSE
"ZNF544","OK","negbinomial.size",0.284541071080921,0.643866821482743,"ZNF544",52,FALSE
"ZNF614","OK","negbinomial.size",0.284895869583998,0.644305818265438,"ZNF614",14,FALSE
"C11orf1","OK","negbinomial.size",0.285055509315742,0.644492481833444,"C11orf1",67,FALSE
"IER2","OK","negbinomial.size",0.285102015602002,0.644492481833444,"IER2",1678,FALSE
"USP33","OK","negbinomial.size",0.285574934656575,0.644540521817795,"USP33",121,FALSE
"B4GALT3","OK","negbinomial.size",0.285617054259418,0.644540521817795,"B4GALT3",171,FALSE
"NCOA1","OK","negbinomial.size",0.285363697764744,0.644540521817795,"NCOA1",98,FALSE
"TRIM38","OK","negbinomial.size",0.285617736029923,0.644540521817795,"TRIM38",222,FALSE
"UTP23","OK","negbinomial.size",0.285393508360757,0.644540521817795,"UTP23",69,FALSE
"PSMB7","OK","negbinomial.size",0.28527178577071,0.644540521817795,"PSMB7",832,FALSE
"IFT52","OK","negbinomial.size",0.285489482455386,0.644540521817795,"IFT52",122,FALSE
"ZNF791","OK","negbinomial.size",0.285571299317422,0.644540521817795,"ZNF791",147,FALSE
"CYB5R1","OK","negbinomial.size",0.285909889429169,0.644612550199812,"CYB5R1",130,FALSE
"FBXO11","OK","negbinomial.size",0.285958731993127,0.644612550199812,"FBXO11",65,FALSE
"PRR3","OK","negbinomial.size",0.285717007695168,0.644612550199812,"PRR3",58,FALSE
"STT3A","OK","negbinomial.size",0.285923072435605,0.644612550199812,"STT3A",56,FALSE
"NRL","OK","negbinomial.size",0.285793454550872,0.644612550199812,"NRL",16,FALSE
"TRADD","OK","negbinomial.size",0.286188273660441,0.644990559267578,"TRADD",469,TRUE
"ATP1A1","OK","negbinomial.size",0.286414384309006,0.645360674065322,"ATP1A1",508,FALSE
"ATP6V0E1","OK","negbinomial.size",0.286594485683853,0.645436587646872,"ATP6V0E1",1490,FALSE
"HIP1","OK","negbinomial.size",0.286604578223403,0.645436587646872,"HIP1",29,FALSE
"TRIM4","OK","negbinomial.size",0.28679321285125,0.645436587646872,"TRIM4",115,FALSE
"ARMCX3","OK","negbinomial.size",0.286881337144539,0.645436587646872,"ARMCX3",146,FALSE
"GNAQ","OK","negbinomial.size",0.286698260812342,0.645436587646872,"GNAQ",55,FALSE
"C12orf29","OK","negbinomial.size",0.286798320173441,0.645436587646872,"C12orf29",85,FALSE
"TPPP3","OK","negbinomial.size",0.286874634795418,0.645436587646872,"TPPP3",117,TRUE
"AC147651.4","OK","negbinomial.size",0.287134780013877,0.645728161739208,"AC147651.4",18,FALSE
"PPP1R13L","OK","negbinomial.size",0.287095283738004,0.645728161739208,"PPP1R13L",14,FALSE
"CLNS1A","OK","negbinomial.size",0.287348002173489,0.645929072357221,"CLNS1A",568,FALSE
"KATNB1","OK","negbinomial.size",0.287303783953154,0.645929072357221,"KATNB1",49,FALSE
"SCAP","OK","negbinomial.size",0.287523908142677,0.646032008535435,"SCAP",68,FALSE
"RPL36A","OK","negbinomial.size",0.287471903354693,0.646032008535435,"RPL36A",2394,FALSE
"EIF4ENIF1","OK","negbinomial.size",0.287579649369149,0.646032008535435,"EIF4ENIF1",31,FALSE
"DROSHA","OK","negbinomial.size",0.287728198561639,0.646226503252373,"DROSHA",30,FALSE
"SH3BP1","OK","negbinomial.size",0.287817231997504,0.646287272883284,"SH3BP1",285,FALSE
"UBAP2","OK","negbinomial.size",0.287966121122703,0.646482392048987,"UBAP2",40,FALSE
"COX8A","OK","negbinomial.size",0.288079213757127,0.646489861237548,"COX8A",1021,FALSE
"ELMSAN1","OK","negbinomial.size",0.288093439314431,0.646489861237548,"ELMSAN1",46,FALSE
"ABCE1","OK","negbinomial.size",0.288265378316548,0.646548298463665,"ABCE1",151,FALSE
"MAPK6","OK","negbinomial.size",0.288296278011412,0.646548298463665,"MAPK6",36,FALSE
"SPAG7","OK","negbinomial.size",0.288305484067515,0.646548298463665,"SPAG7",545,FALSE
"RAB24","OK","negbinomial.size",0.288675436202151,0.647076319360171,"RAB24",253,TRUE
"WDR11","OK","negbinomial.size",0.288727091866406,0.647076319360171,"WDR11",75,FALSE
"GATC","OK","negbinomial.size",0.288603517757718,0.647076319360171,"GATC",33,FALSE
"NARG2","OK","negbinomial.size",0.288944872545807,0.647425253740368,"NARG2",102,FALSE
"PIKFYVE","OK","negbinomial.size",0.289131466273411,0.647595622849969,"PIKFYVE",59,FALSE
"ZMYM5","OK","negbinomial.size",0.289145111237961,0.647595622849969,"ZMYM5",69,FALSE
"GGACT","OK","negbinomial.size",0.289336980135921,0.647886199024562,"GGACT",20,FALSE
"DDB1","OK","negbinomial.size",0.289596955683557,0.648329122771175,"DDB1",162,FALSE
"BAZ2B","OK","negbinomial.size",0.289761561977574,0.648419220665695,"BAZ2B",88,FALSE
"GFM1","OK","negbinomial.size",0.289729106115349,0.648419220665695,"GFM1",93,FALSE
"NOLC1","OK","negbinomial.size",0.289845999870916,0.648469016660354,"NOLC1",115,FALSE
"PSMC3","OK","negbinomial.size",0.289961944374775,0.648589265538429,"PSMC3",462,FALSE
"SETMAR","OK","negbinomial.size",0.290266056070473,0.648912882909926,"SETMAR",19,FALSE
"AMIGO2","OK","negbinomial.size",0.290293306365056,0.648912882909926,"AMIGO2",31,FALSE
"EME2","OK","negbinomial.size",0.29017470338952,0.648912882909926,"EME2",21,FALSE
"KCNAB2","OK","negbinomial.size",0.290480433544378,0.649038912562203,"KCNAB2",255,FALSE
"SPOPL","OK","negbinomial.size",0.290479523397918,0.649038912562203,"SPOPL",19,FALSE
"TLE4","OK","negbinomial.size",0.290560683097812,0.649038912562203,"TLE4",286,FALSE
"ZNF552","OK","negbinomial.size",0.290598646217197,0.649038912562203,"ZNF552",21,FALSE
"SERINC2","OK","negbinomial.size",0.290821836100553,0.649183888468365,"SERINC2",18,FALSE
"STAM2","OK","negbinomial.size",0.291005301668319,0.649183888468365,"STAM2",20,FALSE
"RPE","OK","negbinomial.size",0.291037080800691,0.649183888468365,"RPE",63,FALSE
"TMEM248","OK","negbinomial.size",0.290974359034672,0.649183888468365,"TMEM248",310,FALSE
"FAM120C","OK","negbinomial.size",0.29094000594329,0.649183888468365,"FAM120C",25,FALSE
"GSKIP","OK","negbinomial.size",0.29099671791535,0.649183888468365,"GSKIP",102,FALSE
"SLC30A7","OK","negbinomial.size",0.291298432123169,0.649211380675445,"SLC30A7",96,FALSE
"MDN1","OK","negbinomial.size",0.291214468573572,0.649211380675445,"MDN1",36,FALSE
"TCIRG1","OK","negbinomial.size",0.291293957411913,0.649211380675445,"TCIRG1",258,TRUE
"ZNF337","OK","negbinomial.size",0.291237133631897,0.649211380675445,"ZNF337",21,FALSE
"TLR1","OK","negbinomial.size",0.291422045724629,0.649348096755647,"TLR1",53,FALSE
"WDR43","OK","negbinomial.size",0.291802609791735,0.649918328686076,"WDR43",96,FALSE
"AC027763.2","OK","negbinomial.size",0.291774486014028,0.649918328686076,"AC027763.2",82,FALSE
"SLAIN1","OK","negbinomial.size",0.291918464569972,0.650037529048829,"SLAIN1",20,FALSE
"PARP12","OK","negbinomial.size",0.292074123214703,0.650106500935524,"PARP12",160,FALSE
"CD2BP2","OK","negbinomial.size",0.292015162964908,0.650106500935524,"CD2BP2",279,FALSE
"STARD3NL","OK","negbinomial.size",0.292223508107992,0.650245263427398,"STARD3NL",193,FALSE
"PHF23","OK","negbinomial.size",0.292261176609533,0.650245263427398,"PHF23",78,FALSE
"SPRY1","OK","negbinomial.size",0.292338001216691,0.650266176916284,"SPRY1",19,FALSE
"GABPB1","OK","negbinomial.size",0.292395291864256,0.650266176916284,"GABPB1",75,FALSE
"ATRAID","OK","negbinomial.size",0.292603841645839,0.650472521998936,"ATRAID",732,FALSE
"CAPN7","OK","negbinomial.size",0.292612830906886,0.650472521998936,"CAPN7",81,FALSE
"RP11-488L18.10","OK","negbinomial.size",0.293130524738352,0.650870024499527,"RP11-488L18.10",22,FALSE
"HSD17B10","OK","negbinomial.size",0.293141599176994,0.650870024499527,"HSD17B10",519,FALSE
"RSU1","OK","negbinomial.size",0.29295484962165,0.650870024499527,"RSU1",313,FALSE
"PGAP2","OK","negbinomial.size",0.29325310829883,0.650870024499527,"PGAP2",65,FALSE
"GXYLT1","OK","negbinomial.size",0.29317997399772,0.650870024499527,"GXYLT1",36,FALSE
"WDFY2","OK","negbinomial.size",0.292876147271532,0.650870024499527,"WDFY2",50,FALSE
"TMEM87A","OK","negbinomial.size",0.293290970955435,0.650870024499527,"TMEM87A",191,FALSE
"FAM118A","OK","negbinomial.size",0.293219972278289,0.650870024499527,"FAM118A",84,FALSE
"KDM2A","OK","negbinomial.size",0.293524538409992,0.651007072260469,"KDM2A",161,FALSE
"RP11-802E16.3","OK","negbinomial.size",0.293540012827841,0.651007072260469,"RP11-802E16.3",40,FALSE
"MED13","OK","negbinomial.size",0.293447302839549,0.651007072260469,"MED13",46,FALSE
"AK1","OK","negbinomial.size",0.294063524729492,0.652029435653657,"AK1",22,FALSE
"CDC5L","OK","negbinomial.size",0.29438794993086,0.652332669332555,"CDC5L",207,FALSE
"RACGAP1","OK","negbinomial.size",0.29434515645313,0.652332669332555,"RACGAP1",17,FALSE
