"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CD69.1",7.02471102668959e-54,1.23458158998676,0.252,0.17,9.87182640580688e-50,"Low.ISGs","CD69"
"SRP14.1",9.22680565746035e-53,0.424035931568025,0.703,0.788,1.2966429990429e-48,"Low.ISGs","SRP14"
"ATP5O.1",1.81116817996918e-52,0.74329196188565,0.381,0.346,2.54523464331069e-48,"Low.ISGs","ATP5O"
"KRT10.1",3.62489845796739e-51,0.815548654355878,0.285,0.217,5.09406980298158e-47,"Low.ISGs","KRT10"
"CYTIP.1",5.45228187355608e-51,0.707425581264943,0.491,0.478,7.66209171690836e-47,"Low.ISGs","CYTIP"
"UBB.1",6.59529902154974e-51,0.630628686972072,0.776,0.869,9.26837371498386e-47,"Low.ISGs","UBB"
"SRSF7.1",8.69214754161577e-51,0.927174790417715,0.422,0.396,1.22150749402326e-46,"Low.ISGs","SRSF7"
"HNRNPK.1",1.1971273472638e-50,0.654658572030608,0.47,0.48,1.68232306110982e-46,"Low.ISGs","HNRNPK"
"OST4.1",9.64880801751915e-50,0.605522582835034,0.485,0.505,1.35594699070197e-45,"Low.ISGs","OST4"
"BUB3.1",1.0388715435638e-49,0.796233686812839,0.25,0.179,1.45992618017021e-45,"Low.ISGs","BUB3"
"IFIT3.1",2.14250360334971e-49,-0.701682899057287,0.498,0.539,3.01086031378735e-45,"Low.ISGs","IFIT3"
"SRSF3.1",2.99491295541547e-48,0.861152829482114,0.349,0.305,4.20875117624537e-44,"Low.ISGs","SRSF3"
"CHCHD2.1",5.39520084203016e-46,0.497704481320194,0.606,0.681,7.58187574330498e-42,"Low.ISGs","CHCHD2"
"HSPA8.1",8.29377796725038e-42,0.591317457938509,0.68,0.713,1.1655246177377e-37,"Low.ISGs","HSPA8"
"CYCS.1",1.24887202576173e-41,0.872670530176817,0.283,0.231,1.75503985780295e-37,"Low.ISGs","CYCS"
"CCT8.1",4.39410168096673e-41,0.77109142980052,0.268,0.21,6.17503109226254e-37,"Low.ISGs","CCT8"
"KMT2E.1",2.02339239810868e-40,0.832082877891676,0.263,0.206,2.84347333706212e-36,"Low.ISGs","KMT2E"
"COX7A2L.1",1.68205006974221e-38,0.726210742615519,0.284,0.234,2.36378496300873e-34,"Low.ISGs","COX7A2L"
"HSPE1.1",9.75808416256542e-37,1.01764114892728,0.261,0.207,1.37130356736532e-32,"Low.ISGs","HSPE1"
"HNRNPA3.1",1.64588587202173e-36,0.781999452255054,0.309,0.274,2.31296341595214e-32,"Low.ISGs","HNRNPA3"
"EIF3H.1",1.49528152217091e-35,0.675460410201804,0.364,0.347,2.10131912310679e-31,"Low.ISGs","EIF3H"
"NAP1L1.1",6.72576023969656e-35,0.667584557869428,0.353,0.328,9.45171086484557e-31,"Low.ISGs","NAP1L1"
"IFI16.1",1.27048505764983e-34,0.697692950564366,0.397,0.381,1.78541265151531e-30,"Low.ISGs","IFI16"
"MT2A.1",2.10237119750506e-33,-0.32162121147118,0.344,0.463,2.95446224385386e-29,"Low.ISGs","MT2A"
"DGUOK.1",7.53791191724171e-33,0.717204654133451,0.253,0.204,1.05930276172998e-28,"Low.ISGs","DGUOK"
"XBP1.1",1.23219893230894e-32,0.805223320088821,0.276,0.23,1.73160915957375e-28,"Low.ISGs","XBP1"
"UBXN1.1",4.1897224174334e-29,0.595610833382797,0.392,0.397,5.88781691321915e-25,"Low.ISGs","UBXN1"
"NDUFB11.1",1.12684497926827e-28,0.649580917493491,0.311,0.286,1.5835552493657e-24,"Low.ISGs","NDUFB11"
"ENO1.1",1.2866495487647e-28,0.552019813390743,0.541,0.586,1.80812861087904e-24,"Low.ISGs","ENO1"
"EVI2A.1",3.1996372552973e-28,0.73335522624349,0.271,0.236,4.4964502348693e-24,"Low.ISGs","EVI2A"
"SYF2.1",5.28045219310424e-28,0.637736812659781,0.364,0.363,7.42061946696939e-24,"Low.ISGs","SYF2"
"HNRNPC.1",4.00294764436053e-27,0.74132411182374,0.268,0.235,5.62534232461985e-23,"Low.ISGs","HNRNPC"
"SMDT1.1",1.29209479088511e-26,0.650997811801521,0.261,0.221,1.81578080963085e-22,"Low.ISGs","SMDT1"
"CD37.1",2.42539511544633e-26,0.66577945168177,0.377,0.375,3.40840775573673e-22,"Low.ISGs","CD37"
"CIRBP.1",5.42859941577969e-26,0.660484754998981,0.345,0.339,7.6288107589952e-22,"Low.ISGs","CIRBP"
"EIF2S2.1",7.93895306066678e-26,0.703076635072776,0.281,0.251,1.1156610736155e-21,"Low.ISGs","EIF2S2"
"RBM39.1",1.03230864735897e-25,0.729166259414972,0.299,0.278,1.45070334213356e-21,"Low.ISGs","RBM39"
"UQCRH.1",3.52314083226367e-25,0.619628947661083,0.315,0.296,4.95106981158014e-21,"Low.ISGs","UQCRH"
"ATP5G3.1",6.15919656844792e-25,0.675778754495048,0.264,0.232,8.65551893763986e-21,"Low.ISGs","ATP5G3"
"SSBP1.1",1.00223382407237e-24,0.640617758301208,0.315,0.3,1.4084391929689e-20,"Low.ISGs","SSBP1"
"C11orf58.1",2.33066431658169e-24,0.590525357414361,0.416,0.454,3.27528256409224e-20,"Low.ISGs","C11orf58"
"TMEM123.1",5.4240385858057e-24,0.543856329414792,0.457,0.482,7.62240142463275e-20,"Low.ISGs","TMEM123"
"GPBP1.1",5.85857254721587e-24,0.685486169153106,0.311,0.295,8.23305200060247e-20,"Low.ISGs","GPBP1"
"PCNP.1",6.54975052202747e-24,0.651724838091684,0.269,0.242,9.2043644086052e-20,"Low.ISGs","PCNP"
"SF3B5.1",8.64683506952012e-24,0.673339960003769,0.252,0.217,1.21513973231966e-19,"Low.ISGs","SF3B5"
"ATP5H.1",3.19597388490938e-23,0.625146219548697,0.275,0.249,4.49130210046315e-19,"Low.ISGs","ATP5H"
"CACYBP.1",8.96921595227384e-23,0.867475397039958,0.308,0.29,1.26044391777304e-18,"Low.ISGs","CACYBP"
"HERPUD1.1",1.47019647289611e-21,0.926967909035683,0.354,0.356,2.06606710336091e-17,"Low.ISGs","HERPUD1"
"SLC25A5.1",1.36181718777784e-20,0.605272616804458,0.341,0.338,1.9137616939842e-16,"Low.ISGs","SLC25A5"
"SSR2.1",2.22982175366193e-20,0.56157512779584,0.366,0.376,3.13356851042112e-16,"Low.ISGs","SSR2"
"PSMA5.1",1.0381105621728e-19,0.570939497815425,0.381,0.405,1.45885677302143e-15,"Low.ISGs","PSMA5"
"ITM2B.1",1.25877375194656e-19,0.319550785797723,0.663,0.764,1.76895475361051e-15,"Low.ISGs","ITM2B"
"PAIP2.1",5.32101974393866e-19,0.585386013602661,0.351,0.367,7.477629046157e-15,"Low.ISGs","PAIP2"
"TMEM59.1",8.58426257005764e-19,0.422292404143442,0.496,0.577,1.2063464189702e-14,"Low.ISGs","TMEM59"
"PPIA.1",1.07633062167516e-18,0.574748914733317,0.337,0.345,1.5125674226401e-14,"Low.ISGs","PPIA"
"SP100.1",1.71583125332871e-17,0.613941667473801,0.375,0.401,2.41125766030284e-13,"Low.ISGs","SP100"
"SNRPB.1",6.68008772731535e-17,0.623087360576012,0.282,0.274,9.38752728319627e-13,"Low.ISGs","SNRPB"
"UQCRB.1",5.99819440370813e-16,0.537535317529553,0.338,0.342,8.42926259553103e-12,"Low.ISGs","UQCRB"
"NEDD8.1",1.67277022838912e-15,0.523220955406613,0.368,0.396,2.35074400195524e-11,"Low.ISGs","NEDD8"
"UQCR11.1.1",1.91149752601996e-15,0.516164706798628,0.362,0.391,2.68622747331585e-11,"Low.ISGs","UQCR11.1"
"GDI2.1",3.84751922973427e-15,0.629954224881389,0.272,0.265,5.40691877354557e-11,"Low.ISGs","GDI2"
"H2AFZ.1",4.15090476838869e-15,0.49342904066818,0.414,0.444,5.83326647101663e-11,"Low.ISGs","H2AFZ"
"HNRNPU.1",1.43816027012378e-14,0.578259669031795,0.317,0.328,2.02104662760495e-10,"Low.ISGs","HNRNPU"
"PSMD4.1",1.80784499438875e-14,0.603869934528876,0.279,0.278,2.54056457061451e-10,"Low.ISGs","PSMD4"
"SRP9.1",7.55497318188811e-14,0.579459419838676,0.276,0.275,1.06170038125074e-09,"Low.ISGs","SRP9"
"GADD45GIP1.1",1.92882933370583e-13,0.480310686021179,0.27,0.256,2.71058386265681e-09,"Low.ISGs","GADD45GIP1"
"FAM96B.1",7.58690807106811e-13,0.516926400943093,0.334,0.356,1.0661881912272e-08,"Low.ISGs","FAM96B"
"YBX1.1",8.57715644140577e-13,0.294664150040018,0.709,0.793,1.20534779471075e-08,"Low.ISGs","YBX1"
"YPEL5.1",1.02965227036965e-12,0.737859541128273,0.257,0.251,1.44697033555048e-08,"Low.ISGs","YPEL5"
"PPDPF.1",1.35681966728568e-12,0.428209446169625,0.452,0.52,1.90673867843657e-08,"Low.ISGs","PPDPF"
"ATP5B.1",5.02441039500687e-12,0.53618027210099,0.316,0.332,7.06080392810315e-08,"Low.ISGs","ATP5B"
"UXT.1",1.10647121448235e-11,0.531357152350358,0.262,0.26,1.55492399771204e-07,"Low.ISGs","UXT"
"COX5A.1",3.6889702985827e-11,0.662176750079847,0.286,0.294,5.18410996059827e-07,"Low.ISGs","COX5A"
"EDF1.1",5.63096027058293e-11,0.409478474571388,0.427,0.495,7.91318846825019e-07,"Low.ISGs","EDF1"
"RABAC1.1",1.87387377524421e-10,0.52047432452848,0.336,0.365,2.63335481635069e-06,"Low.ISGs","RABAC1"
"NDUFB2.1",2.95646424442811e-10,0.474016083691439,0.39,0.446,4.15471920269482e-06,"Low.ISGs","NDUFB2"
"H2AFV.1",4.78759454013694e-10,0.525203910436709,0.328,0.352,6.72800660725445e-06,"Low.ISGs","H2AFV"
"IFI44L.1",2.32630356164564e-09,0.54145030363575,0.36,0.376,3.26915439518062e-05,"Low.ISGs","IFI44L"
"SELT.1",2.34062508900579e-09,0.484308711442208,0.341,0.377,3.28928043757983e-05,"Low.ISGs","SELT"
"UBE2I.1",1.70233588375769e-08,0.497396481547064,0.308,0.335,0.000239229261744468,"Low.ISGs","UBE2I"
"PDCD6.1",6.68269277712276e-08,0.463429349613764,0.275,0.284,0.000939118815969061,"Low.ISGs","PDCD6"
"SUMO1.1",5.4564264388811e-07,0.471572560588586,0.318,0.357,0.0076679160745596,"Low.ISGs","SUMO1"
"JAK1.1",5.7057986827908e-07,0.517451370248332,0.346,0.398,0.00801835888892591,"Low.ISGs","JAK1"
"CD164.1",9.50799840580545e-07,0.479552738900861,0.377,0.439,0.0133615901596784,"Low.ISGs","CD164"
"TMED9.1",1.27360560144738e-06,0.485564887354424,0.288,0.312,0.01789797951714,"Low.ISGs","TMED9"
"GBP2.1",1.40073026773599e-06,0.444622399728817,0.369,0.41,0.0196844624524939,"Low.ISGs","GBP2"
"CIB1.1",2.13157011965035e-06,0.422432053320709,0.381,0.436,0.0299549548914464,"Low.ISGs","CIB1"
"ATP5J.1",2.6614498466796e-06,0.456231767230223,0.324,0.369,0.0374013546953885,"Low.ISGs","ATP5J"
"IER2.1",3.04519991576955e-06,0.445876081604812,0.401,0.455,0.0427941944163096,"Low.ISGs","IER2"
"SPCS2.1",3.24197996614164e-06,0.421785865254851,0.356,0.415,0.0455595444641885,"Low.ISGs","SPCS2"
